documentId,paragraphText,sorted_compounds
US08299296B2,"To a solution of 9,9-dimethyl-6-oxo-spiro[4.5]decane-7-carboxylic acid methyl ester (450 mg) obtained in Step 1 in methanol (4.5 mL) was added calcium chloride dihydrate (417 mg), followed by stirring under ice-cooling for 15 minutes. Then, to the reaction mixture was added sodium borohydride (90 mg) in three portions, followed by stirring the reaction mixture under ice-cooling for 1.5 hours. To the reaction mixture were added successively 2N aqueous hydrochloric acid solution, toluene and saturated brine, and the mixture was stirred for 5 minutes, followed by separation of the aqueous layer. The organic layer was washed successively with water and saturated brine, dried and concentrated. The residue was purified by column chromatography on silica gel (ethyl acetate:hexane (volume ratio)=1:19 to 1:6) to give 6-hydroxy-9,9-dimethyl-spiro[4.5]decane-7-carboxylic acid methyl ester (341 mg).","9,9-dimethyl-6-oxo-spiro[4.5]decane-7-carboxylic acid methyl ester | methanol | calcium chloride dihydrate | ice | sodium borohydride | ice | hydrochloric acid | toluene | brine | water | brine | silica gel | ethyl acetate | hexane | 6-hydroxy-9,9-dimethyl-spiro[4.5]decane-7-carboxylic acid methyl ester"
US20160120841A1,"To the product from Example 23E (60 mg, 0.115 mmol), and 2-methoxyethanol (13.08 mg, 0.172 mmol) in dichloromethane (2 mL) was added triphenylphosphine (60.1 mg, 0.229 mmol), followed by portion wise addition of di-t-butyl azodicarboxylate (52.8 mg, 0.229 mmol). The mixture was stirred at ambient temperature for 2 hours. Solvent was removed in vacuo and residue was purified on silica gel cartridge eluted with a gradient of 5-50% ethyl acetate in heptane to yield title compound (60 mg, 0.103 mmol, 90% yield). 1H NMR (400 MHz, CDCl3) δ 8.07 (t, J=1.7 Hz, 1H), 7.99 (dt, J=7.7, 1.4 Hz, 1H), 7.61-7.52 (m, 1H), 7.44 (t, J=7.7 Hz, 1H), 7.14-7.05 (m, 2H), 7.00 (d, J=8.2 Hz, 1H), 6.95 (d, J=8.6 Hz, 1H), 6.55 (dd, J=8.7, 2.5 Hz, 1H), 6.45 (d, J=2.5 Hz, 1H), 5.41 (td, J=10.3, 9.8, 6.2 Hz, 1H), 5.31 (d, J=8.8 Hz, 1H), 5.20 (dd, J=11.2, 1.9 Hz, 1H), 4.11-4.02 (m, 2H), 3.92 (s, 3H), 3.72 (dd, J=5.6, 3.8 Hz, 2H), 3.43 (s, 3H), 2.50 (ddd, J=13.3, 6.1, 2.0 Hz, 1H), 1.85-1.70 (m, 2H), 1.65-1.59 (m, 1H), 1.06 (q, J=2.4 Hz, 2H); MS (ESI−) m/z 580 (M−H)−.",product | 2-methoxyethanol | dichloromethane | triphenylphosphine | di-t-butyl azodicarboxylate | silica gel | ethyl acetate | heptane | title compound
US20050075375A1,"[6-(N-Hydroxycarbamimidoyl)-pyridin-3-yl]-carbamic acid tert-butyl ester (O36) (200 mg, 0.80 mmoles) and 4-methoxysalicylic acid (135 mg, 0.80 mmoles) were subjected to the conditions detailed in example 8 to produce 16 mg of white powder in 7% yield. [M H]+: 385.3; 1H NMR (CDCl3) δ 8.10.55 (s, 1H), 8.56 (d, J=2.4 Hz, 1H), 8.25 (d, J=7.2 Hz, 1H), 8.07 (d, J=8.8 Hz, 1H), 7.91 (d, J=8.4 Hz, 1H), 6.82 (br s, 1H), 6.62 (s, 1H), 6.61 (dd, J=6.8, 2.4 Hz, 1H), 3.88 (s, 3H), 1.55 (s, 9H).",[6-(N-Hydroxycarbamimidoyl)-pyridin-3-yl]-carbamic acid tert-butyl ester | 4-methoxysalicylic acid | white powder
US07718668B2,"(2R,4aR,10bR)-6-(2-Dimethylamino-4-methoxy-pyrimidin-5-yl)-9-ethoxy-8-methoxy-1,2,3,4,4a, 10b-hexahydro-phenanthridin-2-ol ((42.7 mg, 0.1 mmol) are dissolved in 0.5 ml of acetone. 16.1 mg (0.11 mmol) of 2-oxo-pentanedioic acid (dissolved in 0.5 ml of acetone) are added. The crystals are filtered off and dried to obtain 40.6 mg (71%) of the title compound (m.p.: 124° C.).","(2R,4aR,10bR)-6-(2-Dimethylamino-4-methoxy-pyrimidin-5-yl)-9-ethoxy-8-methoxy-1,2,3,4,4a, 10b-hexahydro-phenanthridin-2-ol | acetone | 2-oxo-pentanedioic acid | title compound"
US20060281772A1,"To a −78° C. solution of 1.85 M phosgene in toluene (15.8 mL, 29.3 mmol) and DCM (32 mL) was added 6,7-dimethoxy-4-piperidin-4-yl-quinazoline (4.00 g, 14.6 mmol), prepared as described in Example 1d, in one portion with stirring, followed immediately by the rapid addition of DIEA (2.66 mL, 16.1 mmol) along the walls of the flask over 5 sec. The flask was sealed and stirred at −78° C. for another 5 min before placing the flask in an ice bath with stirring at 0° C. for 30 min. The opaque easily stirred slurry was then poured into a mixture of DCM (70 mL), 0.5 M trisodium citrate (60 mL), and ice (60 mL), and partitioned. The aqueous layer was extracted with DCM (1×50 mL) and the organic layers combined, dried (Na2SO4), and concentrated under reduced pressure to give the crude title compound as an orange solid. Purification by flash chromatography (7:1→4:1 DCM/acetone) afforded the title compound as a beige solid (2.50 g, 51%). 1H-NMR (300 MHz, CDCl3) 9.07 (s, 1H), 7.35 (s, 1H), 7.23 (s, 1H), 4.58-4.47 (m, 2H), 4.072 (s, 3H), 4.068 (s, 3H), 3.65 (tt, J=10.9 Hz, 4.0 Hz, 1H), 3.46-3.33 (m, 1H), 3.28-3.14 (m, 1H), 2.30-2.06 (m, 2H), 2.06-1.95 (m, 2H). LC/MS (ESI): calcd mass 335.1, found 336.1 (MH)+.","phosgene | toluene | DCM | 6,7-dimethoxy-4-piperidin-4-yl-quinazoline | DIEA | ice | DCM | trisodium citrate | DCM | Na2SO4 | crude title compound | title compound | DCM/acetone"
US09060515B2,"Sodium hydrosulphite (2.08 g, 10.15 mmoll) in water (7.5 mL) was added to a refluxing solution of (i) (1 g, 4.06 mmol) in EtOH (15 mL). After 5 minutes another solution of sodium hydrosulphite (2.08 g, 10.15 mmoll) in water (7.5 mL) was added. The mixture refluxed for 5 min After that time the mixture was poured onto water. The reaction mixture was extracted with EtOAc and DCM/iPrOH. The organic fractions were dried (MgSO4), filtered and concentrated in vacuo to give a residue that was purified by flash chromatography on silica gel, eluting with a MeOH gradient in DCM to afford the desired product (ii) (480 mg). 1H NMR (400 MHz, DMSO) δ 7.06 (dd, J=2.5, 1.9 Hz, 1H), 6.96-6.90 (m, 3H), 6.59-6.53 (m, 2H), 6.22 (dd, J=3.9, 2.6 Hz, 1H), 5.25 (s, 2H), 3.60 (s, 3H).",Sodium hydrosulphite | water | (i) | EtOH | sodium hydrosulphite | water | water | EtOAc | DCM/iPrOH | DCM | MgSO4 | silica gel | MeOH
US20060094749A1,"The reductive amination of 4-cyano-4′-amino-3′-fluorobiphenyl (400 mg, 1.88 mmol) and 2,2,8-trimethyl-4H-[1,3]dioxino[4,5-c]pyridine-5-carbaldehyde (390 mg, 1.88 mmol), as described in Example 6, gave 4′-[(2,2,8-trimethyl-4H-[1,3]dioxino[4,5-c]pyridin-5-ylmethyl)-amino]-3′-fluoro-biphenyl-4-carbonitrile (32) (356 mg, 47% yield) as a colorless solid.","4-cyano-4′-amino-3′-fluorobiphenyl | 2,2,8-trimethyl-4H-[1,3]dioxino[4,5-c]pyridine-5-carbaldehyde | 4′-[(2,2,8-trimethyl-4H-[1,3]dioxino[4,5-c]pyridin-5-ylmethyl)-amino]-3′-fluoro-biphenyl-4-carbonitrile"
US04045499,"172.5 g (1.15 mol) of 4-tert.-butylphenol, 57.5 g (0.25 mol) of 2,2-bis-(4-hydroxyphenyl)-propane and 10 g of an acid-activated fuller's earth were heated with stirring in an autoclave for 6 hours to approximately 200° C. The hot reaction mixture is then filtered off from the catalyst under suction and the resulting 221.3 g reaction mixture subjected to fractional distillation in vacuo, giving 25.2 g (52 % of the theoretical) of 5-hydroxy-1,1,3,3-tetramethyl indane.","4-tert.-butylphenol | 2,2-bis-(4-hydroxyphenyl)-propane | 5-hydroxy-1,1,3,3-tetramethyl indane"
US08263806B2,"8.00 g (0.023 mol) of N-(2-chloro-4-fluoro-3-nitrobenzoyl)-N′-isopropyl-N′-methylsulfamide in 75 g of toluene and 8 g of methanol were admixed with 0.24 g (0.05 mol %) of 2.4% Pt/2.4% Pd/C and hydrogenated with 5 bar of hydrogen with stirring at 70° C. After 11 h the solution was depressurized, the reaction mixture was filtered and the solvent was removed by distillation. This gave 6.48 g (90%) of the title compound in the form of a solid (m.p.: 147-149° C.).",N-(2-chloro-4-fluoro-3-nitrobenzoyl)-N′-isopropyl-N′-methylsulfamide | toluene | methanol | Pt | hydrogen
US07094896B2,"A mixture of 1-(4-nitrophenyl)piperazine (8 g, 38.6 mmol) (Acros Organics), powdered potassium carbonate (3.58 g, 25.98 mmol), 1-Iodo-2-methylpropane (4.66 ml, 40.5 mmol), and a catalytic amount of 18-crown-6 in acetonitrile (60 mL) was heated at reflux overnight. The mixture was filtered, and the filter cake was washed with acetonitrile. The solvent was evaporated from the combined filtrates and the residue was partitioned between water and ethyl acetate. The layers were separated and the aqueous layer was extracted twice with ethyl acetate. The combined organic layers were dried (Na2SO4), filtered, evaporated and dried under vacuum to give 1-(isobutyl)-4-(4-nitrophenyl)piperazine) (9.4 g, 92%) as a yellow solid.",1-(4-nitrophenyl)piperazine | potassium carbonate | 1-Iodo-2-methylpropane | 18-crown-6 | acetonitrile | acetonitrile | water | ethyl acetate | ethyl acetate | Na2SO4 | 1-(isobutyl)-4-(4-nitrophenyl)piperazine
US07592477B2,"The same procedure as employed in the preparation of Example 15, step d using ethyl{(4-aminobenzyl)[4-(trifluoromethyl)benzyl]amino}(oxo)acetate and tetradec-9-enoyl chloride gave the title compound as a colorless oil (81%). M−(LC/MS(ESI)): 588.0. HPLC (Condition A), Rt: 7.3 min (HPLC purity: 96.9%).",ethyl{(4-aminobenzyl)[4-(trifluoromethyl)benzyl]amino}(oxo)acetate | tetradec-9-enoyl chloride | title compound
US20130203714A1,"Obtained in 50% yield by an analogous method to Example 19, starting from 4-[4-[1-[3-(trifluoromethyl)-[1,2,4]triazolo[4,3-b]pyridazin-6-yl]piperidin-4-yl]phenoxy]butanoic acid and N-(2-methoxyethyl)methylamine","4-[4-[1-[3-(trifluoromethyl)-[1,2,4]triazolo[4,3-b]pyridazin-6-yl]piperidin-4-yl]phenoxy]butanoic acid | N-(2-methoxyethyl)methylamine"
US20070275950A1,"In 3 ml of DMSO was dissolved 247 mg of methyl 2-(3-cyano-4-fluorophenyl)isonicotinate, and 0.31 ml of aminomethylcyclohexane was added thereto. After being stirred at 40° C. for 17 hours, the reaction solution was diluted with ethyl acetate and washed with water and brine, successively. The organic layer was dried and concentrated under reduced pressure and then recrystallization was performed from a mixed solvent of diisopropyl ether and hexane to obtain 266 mg of methyl 2-{3-cyano-4-[(cyclohexylmethyl)amino]phenyl}isonicotinate.",DMSO | methyl 2-(3-cyano-4-fluorophenyl)isonicotinate | aminomethylcyclohexane | ethyl acetate | water | brine | methyl 2-{3-cyano-4-[(cyclohexylmethyl)amino]phenyl}isonicotinate
US08729078B2,"In a 25 mL round-bottomed flask, 6-(4-methylpiperazin-1-yl)-1-(triisopropylsilyl)-1H-pyrrolo[2,3-b]pyridine (320 mg, 859 μmol, Eq: 1.00) was combined with DMF (11.8 ml) to give a colorless solution. The reaction mixture was cooled to −20° C. and stirred for 5 min. Chlorosulfonyl isocyanate (365 mg, 224 μl, 2.58 mmol, Eq: 3) in acetonitrile (11.8 ml) was added dropwise and the resultant cooled reaction was stirred at −20° C. and stirred for 3 hrs The reaction mixture was poured into 25 mL EtOAc and extracted with sat NaCl (3×20 mL). The crude material was purified by flash chromatography (silica gel, 12 g, 5% to 10% MeOH in DCM) to give 6-(4-methylpiperazin-1-yl)-1H-pyrrolo[2,3-b]pyridine-3-carbonitrile (113 mg, 55%).","6-(4-methylpiperazin-1-yl)-1-(triisopropylsilyl)-1H-pyrrolo[2,3-b]pyridine | DMF | Chlorosulfonyl isocyanate | acetonitrile | EtOAc | NaCl | crude material | silica gel | MeOH | DCM | 6-(4-methylpiperazin-1-yl)-1H-pyrrolo[2,3-b]pyridine-3-carbonitrile"
US20050165035A1,"A solution of maleic acid (0.66 g) in IMS (10 ml) was added to 4-(3-chloro-2-fluoroanilino)-6-[1-(hydroxyacetyl)piperidin-4-yloxy]-7-methoxyquinazoline (2.5 g) in IMS (25 ml) at 80° C. Water (3 ml) was added. After stirring at 80° C. for 5 minutes, the solution was cooled to ambient temperature over 1 hour. At approximately 50° C., a solid crystallised. The mixture was stirred at ambient temperature for 30 minutes before cooling to 0-5° C. The solid was filtered and washed with IMS (2×7.5 ml). The solid was dried at 50° C. under vacuum to constant weight. The solid was then heated in 10% aqueous IPA at 82-85° C. for 1 hour before cooling to ambient temperature over 1 hour. The solid was filtered and washed with IPA (2×5 ml). The solid was dried at 50° C. under vacuum to constant weight to give the title product (1.63 g; 52.3% yield); NMR Spectrum: (DMSO d6) 1.63-1.82 (m, 2H); 2.00-2.10 (m, 2H); 3.28-3.45 (m, 2H); 3.59-3.67 (m, 1H); 3.83-3.90 (m, 1H); 3.98 (s, 3H); 4.14 (s, 2H); 4.79 (m, 1H); 6.19 (s, 2H); 7.25 (s, 1H); 7.33 (t, 1H); 7.52-7.59 (m, 2H); 7.95 (s, 1H); 8.54 (s, 1H) 10.14 (bs, 1H); Melting Point: Onset 165.4° C., peak 169.7° C.",maleic acid | IMS | 4-(3-chloro-2-fluoroanilino)-6-[1-(hydroxyacetyl)piperidin-4-yloxy]-7-methoxyquinazoline | IMS | Water | IMS | IPA | IPA | title product
US08119563B2,"A stirred solution of 8.9 grams (0.022 mole) of bis(trifluoromethoxyphenyl)bromomethane and 4.82 grams (0.024 mole) of tert-butyl 4-oxo-1-piperidine carboxylate in 150 mL of THF was chilled to −78° C., and 9.24 mL of n-butyl lithium (2.5 M) was added dropwise during a 15-minute period while maintaining the temperature of the reaction mixture between −85° C. to −75° C. The reaction mixture was then stirred for 30 minutes while maintaining the temperature of the reaction mixture between −80° C. to −70° C. The reaction mixture was quenched with an aqueous solution saturated with ammonium chloride keeping the internal temperature at less than −55° C., then the mixture was extracted two times with 100 mL of ethyl acetate. The extracts were combined and washed once with 75 mL of an aqueous mixture of 10% lithium chloride. The combined extracts were dried over sodium sulfate, filtered and concentrated under reduced pressure to a residue. The residue was triturated with petroleum ether and a trace of ether then filtered, yielding 3.43 grams of the subject compound. The NMR spectrum was consistent with the proposed structure.",bis(trifluoromethoxyphenyl)bromomethane | tert-butyl 4-oxo-1-piperidine carboxylate | THF | n-butyl lithium | ammonium chloride | ethyl acetate | aqueous mixture | lithium chloride | sodium sulfate | petroleum ether | ether | subject compound
US08481540B2,"In a 50 mL test tube, 6-chloro-4-(5-(1-ethylpiperidin-4-yl)pyridin-2-ylamino)-2-methylpyridazin-3(2H)-one (121 mg, 348 μmol, Eq: 1.00) and potassium (2-(acetoxymethyl)-3-(6-tert-butyl-8-fluoro-1-oxophthalazin-2(1H)-yl)phenyl)trifluoroborate (165 mg, 348 μmol, Eq: 1.00) were combined with BuOH (4 ml) to give a orange solution. Water (1.00 ml) was added. X-PHOS (16.6 mg, 34.8 μmol, Eq: 0.1) and potassium phosphate tribasic (148 mg, 696 μmol, Eq: 2) were added. Bis(dibenzylideneacetone)palladium (10.0 mg, 17.4 μmol, Eq: 0.05) was added. The reaction mixture was purged with argon. The mixture was heated in a oil bath at 100° C. for 1.5 hours, then cooled to room temperature. The reaction mixture was poured into 75 mL H2O and extracted with twice with EtOAc. The organic layers were combined and dried over Na2SO4. Concentrated in vacuo. The crude material was purified by flash chromatography (silica gel, 12 g, 50% to 100% (60:10:1 DCM:MeOH:NH4OH)/DCM gradient) to give a solid. The solid was triturated with Et2O to give 2-(6-tert-butyl-8-fluoro-1-oxophthalazin-2(1H)-yl)-6-(5-(5-(1-ethylpiperidin-4-yl)pyridin-2-ylamino)-1-methyl-6-oxo-1,6-dihydropyridazin-3-yl)benzyl acetate (147 mg, 62%). LC/MS-ESI observed [M+H]+ 680.","6-chloro-4-(5-(1-ethylpiperidin-4-yl)pyridin-2-ylamino)-2-methylpyridazin-3(2H)-one | potassium (2-(acetoxymethyl)-3-(6-tert-butyl-8-fluoro-1-oxophthalazin-2(1H)-yl)phenyl)trifluoroborate | BuOH | Water | X-PHOS | potassium phosphate tribasic | Bis(dibenzylideneacetone)palladium | argon | H2O | EtOAc | Na2SO4 | crude material | silica gel | DCM | MeOH | NH4OH | DCM | Et2O | 2-(6-tert-butyl-8-fluoro-1-oxophthalazin-2(1H)-yl)-6-(5-(5-(1-ethylpiperidin-4-yl)pyridin-2-ylamino)-1-methyl-6-oxo-1,6-dihydropyridazin-3-yl)benzyl acetate"
