file_name,Paragraph,IUPAC,smiles,1H NMR text,13C NMR text,1H NMR conditions,1H NMR data,13C NMR conditions,13C NMR data
PMC6272828," 6-Oxo-6H-Indolo [3,2,1-de] [1,5] naphthyridin-10-yl 1-naphthoate (7q): Yield: 83%; white powder; m.p. 221.3–222.4 °C; IR, υmax (KBr) cm−1: 1732 (C=O), 1678 (ester), 1420 (C=N). UV λmax (lg ε) (DCM) 364 (4.57) nm, 382 (4.55) nm. 1H-NMR (500 MHz, CDCl3) δ 9.06 (dd, J = 8.6, 1.1 Hz, 1H), 8.83 (d, J = 5.0 Hz, 1H), 8.74 (d, J = 8.7 Hz, 1H), 8.55 (dd, J = 7.3, 1.3 Hz, 1H), 8.14 (dt, J = 8.2, 1.1 Hz, 1H), 8.07 (d, J = 2.3 Hz, 1H), 8.03 (d, J = 9.8 Hz, 1H), 7.97–7.92 (m, 2H), 7.68–7.55 (m, 4H), 7.00 (d, J = 9.8 Hz, 1H). 13C-NMR (125 MHz, CDCl3) δ 165.8, 159.4, 148.7, 146.0, 139.7, 137.1, 136.5, 134.8, 134.0, 132.6, 131.8, 131.5, 129.8, 129.0, 128.8, 128.4, 126.6, 125.6, 125.6, 125.3, 124.7, 124.6, 118.1, 116.6, 116.4. ESI-MS m/z: [M + H]+(found) = 391.39, [M + H]+(calcd) = 391.40; Elemental analysis calculated for C25H14N2O3 (%): C, 76.92; H, 3.61; N, 7.18 (found: C, 76.99; H, 3.57; N, 7.24). ","6-Oxo-6H-Indolo [3,2,1-de] [1,5] naphthyridin-10-yl 1-naphthoate",O=C(OC1=CC(C2=CC=NC3=C2N4C(C=C3)=O)=C4C=C1)C5=C6C=CC=CC6=CC=C5,"1H-NMR (500 MHz, CDCl3) δ 9.06 (dd, J = 8.6, 1.1 Hz, 1H), 8.83 (d, J = 5.0 Hz, 1H), 8.74 (d, J = 8.7 Hz, 1H), 8.55 (dd, J = 7.3, 1.3 Hz, 1H), 8.14 (dt, J = 8.2, 1.1 Hz, 1H), 8.07 (d, J = 2.3 Hz, 1H), 8.03 (d, J = 9.8 Hz, 1H), 7.97–7.92 (m, 2H), 7.68–7.55 (m, 4H), 7.00 (d, J = 9.8 Hz, 1H)","13C-NMR (125 MHz, CDCl3) δ 165.8, 159.4, 148.7, 146.0, 139.7, 137.1, 136.5, 134.8, 134.0, 132.6, 131.8, 131.5, 129.8, 129.0, 128.8, 128.4, 126.6, 125.6, 125.6, 125.3, 124.7, 124.6, 118.1, 116.6, 116.4","500 MHz, CDCl3","9.06, 8.83, 8.74, 8.55, 8.14, 8.07, 8.03, 7.97–7.92, 7.68–7.55, 7.00","125 MHz, CDCl3","165.8, 159.4, 148.7, 146.0, 139.7, 137.1, 136.5, 134.8, 134.0, 132.6, 131.8, 131.5, 129.8, 129.0, 128.8, 128.4, 126.6, 125.6, 125.6, 125.3, 124.7, 124.6, 118.1, 116.6, 116.4"
PMC6272959," N-(2-(4-Chlorophenoxy)phenyl)-4-methoxybenzamide (8): Crystallization from methanol yielded colorless needles (346mg,0.98 mol, 65%); m.p.: 101–102 °C; IR (KBr): ν¯ [cm−1] = 3420 (m, N-H), 1660 (s, C=O); 1H-NMR: (400 MHz, DMSO-d6): δ [ppm] = 3.81 (s, 3H, OCH3), 6.89–7.13 (m, 5H, arom. H), 7.17–7.30 (m, 2H, arom. H), 7.30–7.48 (m, 2H, arom. H), 7.65–7.76 (m, 1H, arom. H), 7.75–7.99 (m, 2H, arom. H), 9.69 (s, 1H, NH); 13C-NMR (101 MHz, DMSO-d6) δ [ppm] = 55.29 (CH3), 113.44 (2C), 119.36 (2C), 119.69, 124.15, 126.32, 126.83, 129.38 (2C), 129.48 (2C) (CH), 126.25, 126.64, 129.79, 149.02, 155.71, 161.80 (C), 164.69 (C=O); C20H16ClNO3 (353.80): calcd. C 67.90, H 4.56, N 3.96, found: C 67.78, H 4.43, N 3.95; EI-MS: m/z (%): 353.1 [M]+ (8), 135.0 [M − 218]+ (100); HPLC: 99.7% at 254 nm, 99.8% at 280 nm; tR = 6.37 min, tM(DMSO) = 1.06 min (ACN/H2O = 60:40), λmax [nm] = 266; HPLC-gradient: 99.0%, tR = 13.37 min, tM(DMSO) = 1.28 min.  General Procedure for the Synthesis of Compounds 11–18",N-(2-(4-Chlorophenoxy)phenyl)-4-methoxybenzamide,O=C(NC1=CC=CC=C1OC2=CC=C(Cl)C=C2)C3=CC=C(OC)C=C3,"1H-NMR: (400 MHz, DMSO-d6): δ [ppm] = 3.81 (s, 3H, OCH3), 6.89–7.13 (m, 5H, arom. H), 7.17–7.30 (m, 2H, arom. H), 7.30–7.48 (m, 2H, arom. H), 7.65–7.76 (m, 1H, arom. H), 7.75–7.99 (m, 2H, arom. H), 9.69 (s, 1H, NH)","13C-NMR (101 MHz, DMSO-d6) δ [ppm] = 55.29 (CH3), 113.44 (2C), 119.36 (2C), 119.69, 124.15, 126.32, 126.83, 129.38 (2C), 129.48 (2C) (CH), 126.25, 126.64, 129.79, 149.02, 155.71, 161.80 (C), 164.69 (C=O)","400 MHz, DMSO-d6","3.81, 6.89–7.13, 7.17–7.30, 7.30–7.48, 7.65–7.76, 7.75–7.99, 9.69","101 MHz, DMSO-d6","55.29, 113.44, 119.36, 119.69, 124.15, 126.32, 126.83, 129.38, 129.48, 126.25, 126.64, 129.79, 149.02, 155.71, 161.80, 164.69"
PMC6273193," 4-(4-Methoxyphenyl)-3-methyl-1-phenyl-6,7,8,9-tetrahydro-10H-cyclohepta[g]pyrazolo[3,4-b][1,8]naphthyridin-5-amine (3i). Yellow solid, yield 55%, mp 125–126. FTIR (KBr) ν(cm−1): 3489 (NH2), 3038 (=C-H), 1618, 1525 (C=N and C=C). 1H-NMR (400 MHz, DMSO-d6): 1.48–1.53 (m, 2H), 1.68–1.75 (m, 2H), 1.77–1.85 (m, 5H), 2.66–2.72 (m, 2H), 3.13–3.20 (m, 2H), 3.89 (s, 3H), 7.30 (d, 2H, J = 8.6 Hz), 7.46 (t, 1H, J = 7.4 Hz), 7.54–7.62 (m, 4H), 8.25 (d, 2H, J = 8.1 Hz). Not observed (brs, 2H, NH2). 13C-NMR (100 MHz DMSO-d6) δ: 14.4 (CH3), 24.4 (CH2), 25.5 (CH2), 26.1 (CH2), 31.1 (CH2), 33.6 (CH2), 52.0 (CH3), 105.1 (C), 114.4 (C), 115.5 (CH), 117.9 (C), 120.8 (CH), 125.4 (C), 126.6 (CH), 129.6 (CH), 130.0 (CH), 138.5 (C), 145.8 (C), 147.5 (C), 147.6 (C), 149.5 (C), 152.9 (C), 157.4 (C), 161.0 (C). m/z: 449 (M+,1), 434 (3), 236 (10). Anal. Calcd for C28H27N5O: C, 74.81; H, 6.05; N, 15.58; found: C, 74.84; H, 6.01; N, 15.62.  3.3. Antifungal Activity 3.3.1. Microorganisms and Media","4-(4-Methoxyphenyl)-3-methyl-1-phenyl-6,7,8,9-tetrahydro-10H-cyclohepta[g]pyrazolo[3,4-b][1,8]naphthyridin-5-amine",NC1=C2C(C3=CC=C(OC)C=C3)=C4C(N(C5=CC=CC=C5)N=C4C)=NC2=NC6=C1CCCCC6,"1H-NMR (400 MHz, DMSO-d6): 1.48–1.53 (m, 2H), 1.68–1.75 (m, 2H), 1.77–1.85 (m, 5H), 2.66–2.72 (m, 2H), 3.13–3.20 (m, 2H), 3.89 (s, 3H), 7.30 (d, 2H, J = 8.6 Hz), 7.46 (t, 1H, J = 7.4 Hz), 7.54–7.62 (m, 4H), 8.25 (d, 2H, J = 8.1 Hz)","13C-NMR (100 MHz DMSO-d6) δ: 14.4 (CH3), 24.4 (CH2), 25.5 (CH2), 26.1 (CH2), 31.1 (CH2), 33.6 (CH2), 52.0 (CH3), 105.1 (C), 114.4 (C), 115.5 (CH), 117.9 (C), 120.8 (CH), 125.4 (C), 126.6 (CH), 129.6 (CH), 130.0 (CH), 138.5 (C), 145.8 (C), 147.5 (C), 147.6 (C), 149.5 (C), 152.9 (C), 157.4 (C), 161.0 (C)","400 MHz, DMSO-d6","1.48–1.53, 1.68–1.75, 1.77–1.85, 2.66–2.72, 3.13–3.20, 3.89, 7.30, 7.46, 7.54–7.62, 8.25",100 MHz DMSO-d6,"14.4, 24.4, 25.5, 26.1, 31.1, 33.6, 52.0, 105.1, 114.4, 115.5, 117.9, 120.8, 125.4, 126.6, 129.6, 130.0, 138.5, 145.8, 147.5, 147.6, 149.5, 152.9, 157.4, 161.0"
PMC6273348," (2-(2-Hydroxyphenyl)-4,5-dihydrooxazol-4-yl)methyl butyrate (5c) Yield: 82%; yellow oil; ESI-MS m/z 264.09 [M + H]+; 1H-NMR (500 MHz, CDCl3) δ 11.88 (s, 1H, Ar-OH), 7.66 (dd, J = 2.0, 8.0 Hz, 1H), 7.40 (m, 1H), 7.02 (dd, J = 1.0, 8.5 Hz, 1H), 6.89 (m, 1H), 4.65 (m, 1H), 4.50 (dd, J = 9.0, 10.0 Hz, 1H), 4.31 (m, 2H), 4.24 (dd, J = 4.5, 9.5 Hz, 1H), 2.29 (t, J = 7.0 Hz, 2H), 1.66 (m, 2H), 0.91 (t, J = 7.5 Hz, 3H); 13C-NMR (125 MHz, CDCl3) δ 173.47, 166.71, 159.96, 133.74, 128.17, 118.73, 116.87, 110.32, 69.13, 65.25, 64.27, 36.13, 18.45, 13.60. ","(2-(2-Hydroxyphenyl)-4,5-dihydrooxazol-4-yl)methyl butyrate",CCCC(OCC1N=C(C2=CC=CC=C2O)OC1)=O,"1H-NMR (500 MHz, CDCl3) δ 11.88 (s, 1H, Ar-OH), 7.66 (dd, J = 2.0, 8.0 Hz, 1H), 7.40 (m, 1H), 7.02 (dd, J = 1.0, 8.5 Hz, 1H), 6.89 (m, 1H), 4.65 (m, 1H), 4.50 (dd, J = 9.0, 10.0 Hz, 1H), 4.31 (m, 2H), 4.24 (dd, J = 4.5, 9.5 Hz, 1H), 2.29 (t, J = 7.0 Hz, 2H), 1.66 (m, 2H), 0.91 (t, J = 7.5 Hz, 3H)","13C-NMR (125 MHz, CDCl3) δ 173.47, 166.71, 159.96, 133.74, 128.17, 118.73, 116.87, 110.32, 69.13, 65.25, 64.27, 36.13, 18.45, 13.60","500 MHz, CDCl3","11.88, 7.66, 7.40, 7.02, 6.89, 4.65, 4.50, 4.31, 4.24, 2.29, 1.66, 0.91","125 MHz, CDCl3","173.47, 166.71, 159.96, 133.74, 128.17, 118.73, 116.87, 110.32, 69.13, 65.25, 64.27, 36.13, 18.45, 13.60"
PMC6273472,"3.1.3. Synthesis of 6-(2,6-Dichloro-3,5-dimethoxyphenyl)-1H-indazole-4-carboxylic acid (8) To a solution of 6-(2,6-dichloro-3,5-dimethoxyphenyl)-N-phenyl-1H-indazole-4-carboxamide (7, 8.9 g, 23.35 mmol) in THF (120 mL) lithium hydroxide (3.92 g, 93.44 mmol) dissolved in distilled water (30 mL) was added. Then, the mixture was stirred at 50 °C for 6 h. The reaction was cooled to 25 °C. The reaction mixture was acidified with 1N HCl and the solid product was filtered off, washed with water, and dried (yield: 76.2%). 1H-NMR (DMSO-d6) δ 8.45 (s, 1H), 7.67 (d, J = 3.8 Hz, 1H), 7.54 (s, 1H), 7.03 (s, 1H), 4.05–3.94 (m, 6H); 13C-NMR (CDCl3) δ 167.66, 154.10 (C × 2), 139.64, 134.83, 127.43, 127.34 (C × 2), 126.65, 126.27, 115.65, 114.23 (C × 2), 96.58, 56.15 (C × 2), (+)ESI-MS m/z 368 [M + H]+. ","6-(2,6-Dichloro-3,5-dimethoxyphenyl)-1H-indazole-4-carboxylic acid",O=C(C1=CC(C2=C(Cl)C(OC)=CC(OC)=C2Cl)=CC3=C1C=NN3)O,"1H-NMR (DMSO-d6) δ 8.45 (s, 1H), 7.67 (d, J = 3.8 Hz, 1H), 7.54 (s, 1H), 7.03 (s, 1H), 4.05–3.94 (m, 6H)","13C-NMR (CDCl3) δ 167.66, 154.10 (C × 2), 139.64, 134.83, 127.43, 127.34 (C × 2), 126.65, 126.27, 115.65, 114.23 (C × 2), 96.58, 56.15 (C × 2)",DMSO-d6,"8.45, 7.67, 7.54, 7.03, 4.05–3.94",CDCl3,"167.66, 154.10, 139.64, 134.83, 127.43, 127.34, 126.65, 126.27, 115.65, 114.23, 96.58, 56.15"
PMC6273549," 5-(4-(Benzyloxy)phenyl)-3-(((2,4-dinitrophenyl)amino)methyl)-1,3,4-oxadiazole-2(3H)-thione (6i): Yield: 82%; m.p.: 145 °C. IR (KBr) νmax (cm−1): 3247 (NH), 3100–3000 aromatic CH stretch, 2870–2800 aliphatic CH stretch, 1621 (C=N), 1593 (C–C), 1524 and 1344 (NO2), 1426 (C=S), 1262 and 1083 (C–O–C), 1405–1418 (C–NO2), 1H-NMR (DMSO-d6), δ ppm: 4.0 (S, 1H, –NH), 4.42 (S, 2H, N–CH2–N–), 5.16 (S, 2H, –OCH2), 7.06–8.88 (m, 12H, aromatic rings), 13C-NMR (CDCl3, δ ppm): 69.8, 70.8, 114.4, 116.3, 120.8, 127.1, 127.6, 128.9, 130.2, 130.8, 135.2, 136.7, 137.2, 152.8, 157.0, 161.3, 177.1, m/z 479.09 (100%), 480.09 (26.7%), 481.09 (6.4%), Molecular Formula: C22H17N5O6S. Elemental Analysis: Calculated (C, H, N) 55.11, 3.57, 14.61, Found: 55.08, 3.52, 14.57. ","5-(4-(Benzyloxy)phenyl)-3-(((2,4-dinitrophenyl)amino)methyl)-1,3,4-oxadiazole-2(3H)-thione",S=C1OC(C2=CC=C(OCC3=CC=CC=C3)C=C2)=NN1CNC4=CC=C([N+]([O-])=O)C=C4[N+]([O-])=O,"1H-NMR (DMSO-d6), δ ppm: 4.0 (S, 1H, –NH), 4.42 (S, 2H, N–CH2–N–), 5.16 (S, 2H, –OCH2), 7.06–8.88 (m, 12H, aromatic rings)","13C-NMR (CDCl3, δ ppm): 69.8, 70.8, 114.4, 116.3, 120.8, 127.1, 127.6, 128.9, 130.2, 130.8, 135.2, 136.7, 137.2, 152.8, 157.0, 161.3, 177.1",DMSO-d6,"4.0, 4.42, 5.16, 7.06–8.88","CDCl3, δ ppm","69.8, 70.8, 114.4, 116.3, 120.8, 127.1, 127.6, 128.9, 130.2, 130.8, 135.2, 136.7, 137.2, 152.8, 157.0, 161.3, 177.1"
PMC6273649," N-Iodomethyl-N,N-dimethyl-N-(4,4-diphenylbut-3-en-1-yl)ammonium iodide (2a). Starting from 11a and CH2I2, salt 2a (74% yield) was obtained as a white solid, m.p. 152–154 °C. 1H-NMR (DMSO, 300 MHz δ, ppm.): 2.43–2.53 (m, 2H), 3.12 (s, 6H), 3.45–3.55 (m, 2H), 5.05 (s, 2H), 6.07 (t, J = 7.4 Hz, 1H), 7.15–7.58 (m, 10H) ppm. 13C-NMR (DMSO, 75 MHz, δ, ppm) δ 23.70, 31.49, 51.66, 63.58, 121.92, 127.19–129.51, 138.79, 141.62, 145.03 ppm. Elemental analysis: calculated for C19H23NI2: C, 43.95%; H, 4.46%; N, 2.70%; found, C, 43.48%; H, 4.35%; N, 2.68%. MS-ESI m/z calculated for cation [C19H23NI]+: 392.09 amu, found: 391.95 amu. ","N-Iodomethyl-N,N-dimethyl-N-(4,4-diphenylbut-3-en-1-yl)ammonium iodide",C[N+](C)(CI)CC/C=C(C1=CC=CC=C1)\C2=CC=CC=C2.[I-],"1H-NMR (DMSO, 300 MHz δ, ppm.): 2.43–2.53 (m, 2H), 3.12 (s, 6H), 3.45–3.55 (m, 2H), 5.05 (s, 2H), 6.07 (t, J = 7.4 Hz, 1H), 7.15–7.58 (m, 10H) ppm.","13C-NMR (DMSO, 75 MHz, δ, ppm) δ 23.70, 31.49, 51.66, 63.58, 121.92, 127.19–129.51, 138.79, 141.62, 145.03 ppm.","DMSO, 300 MHz δ, ppm.","2.43–2.53, 3.12, 3.45–3.55, 5.05, 6.07, 7.15–7.58","DMSO, 75 MHz, δ, ppm","23.70, 31.49, 51.66, 63.58, 121.92, 127.19–129.51, 138.79, 141.62, 145.03"
PMC6273794,"3.4. Synthesis of N6-(3-Hydroxyphenyl) Adenine (M7) Concentrated hydrochloric acid (5 mL) was added into a stirred solution of WS070117 (4.85 g, 10 mmol) in 95% ethanol (100 mL). The reaction was refluxed for 1 h and then cooled to room temperature. The precipitated solid was filtered and washed with water to give M7 (2.1 g, 92.5%) as a white solid, ESI/MS: 228.05 [M + H]+, 1H-NMR (300 MHz, DMSO-d6, see Supplementary Materials) δ11.22 (s, 1H), 9.61 (brs, 1H), 8.74 (s, 1H), 8.70 (s, 1H), 7.42 (s, 1H), 7.31 (d, J = 10.4 Hz, 1H), 7.20 (t, J = 8.0 Hz, 1H), 6.62 (d, J = 8.0 Hz, 1H). 13C-NMR (100 MHz, DMSO-d6) δ 158.3, 150.0, 148.9, 148.8, 143.8, 139.1, 130.1, 113.3, 112.6, 112.6, 109.0. ",N6-(3-Hydroxyphenyl) Adenine,OC1=CC(NC2=C3C(N=CN3)=NC=N2)=CC=C1,"1H-NMR (300 MHz, DMSO-d6, see Supplementary Materials) δ11.22 (s, 1H), 9.61 (brs, 1H), 8.74 (s, 1H), 8.70 (s, 1H), 7.42 (s, 1H), 7.31 (d, J = 10.4 Hz, 1H), 7.20 (t, J = 8.0 Hz, 1H), 6.62 (d, J = 8.0 Hz, 1H)","13C-NMR (100 MHz, DMSO-d6) δ 158.3, 150.0, 148.9, 148.8, 143.8, 139.1, 130.1, 113.3, 112.6, 112.6, 109.0","300 MHz, DMSO-d6, see Supplementary Materials","11.22, 9.61, 8.74, 8.70, 7.42, 7.31, 7.20, 6.62","100 MHz, DMSO-d6","158.3, 150.0, 148.9, 148.8, 143.8, 139.1, 130.1, 113.3, 112.6, 112.6, 109.0"
PMC6273892," Ethyl 3-(isobutylamino)propanoate (3l) [35]. Yellow oil. IR (neat, cm−1): υ = 2964, 2927, 2875, 2247, 1454, 1377, 698. 1H-NMR (CDCl3, 250 MHz): δ (ppm) 0.91 (t, J = 7.33 Hz, 3H), 1.05 (d, J = 6.1 Hz, 3H), 1.27–1.57 (m, 1H), 2.05 (s, 1H), 2.51 (t, J = 6.7 Hz, 1H), 2.61 (sx, J = 6.7 Hz, 1H), 2.85-3.05 (m, 1H), 3.48 (q, J = 6.7 Hz, 1H), 4.55 (q, J = 6.7 Hz, 1H). 13C-NMR (CDCl3, 62.9 MHz): δ (ppm) 10.1, 19.1, 19.8, 29.5, 42.5, 53.9, 118.8. ",Ethyl 3-(isobutylamino)propanoate,O=C(OCC)CCNCC(C)C,"1H-NMR (CDCl3, 250 MHz): δ (ppm) 0.91 (t, J = 7.33 Hz, 3H), 1.05 (d, J = 6.1 Hz, 3H), 1.27–1.57 (m, 1H), 2.05 (s, 1H), 2.51 (t, J = 6.7 Hz, 1H), 2.61 (sx, J = 6.7 Hz, 1H), 2.85-3.05 (m, 1H), 3.48 (q, J = 6.7 Hz, 1H), 4.55 (q, J = 6.7 Hz, 1H)","13C-NMR (CDCl3, 62.9 MHz): δ (ppm) 10.1, 19.1, 19.8, 29.5, 42.5, 53.9, 118.8","CDCl3, 250 MHz","0.91, 1.05, 1.27–1.57, 2.05, 2.51, 2.61, 2.85-3.05, 3.48, 4.55","CDCl3, 62.9 MHz","10.1, 19.1, 19.8, 29.5, 42.5, 53.9, 118.8"
PMC6273960," Cyclohexyl cinnamyl phenylphosphinate (Table 2, Entry 2). General procedure was used with cinnamyl alcohol (0.13 mL, 1 mmol, 1 equiv.) and cyclohexyl phenyl-H-phosphinate (224 mg, 1 mmol, 1 equiv.). The crude obtained was purified by column chromatography (hexane/ethyl acetate 100:0 to 0:100) to afford the product as a yellow oil (311 mg, 91%). 31P-NMR (CDCl3, 162 MHz) δ = 37.7 (s); 1H-NMR (CDCl3, 400 MHz) δ = 7.76–7.84 (m, 2H), 7.49–7.55 (m, 1H), 7.41–7.47 (m, 2H), 7.23–7.30 (m, 4H), 7.16–7.22 (m, 1H), 6.35 (dd, J = 5.0 and 15.8 Hz, 1H), 6.06–6.17 (m, 1H), 4.30–4.41 (m, 1H), 2.89 (ddd, J = 1.0, 7.6 and 18.4 Hz, 2H), 1.97–2.07 (m, 1H), 1.57–1.79 (m, 4H), 1.39–1.52 (m, 2H), 1.15–1.36 (m, 3H); 13C-NMR (101 MHz, CDCl3): δ = 137.0 (d, JPCCCC = 3.3 Hz), 134.9 (d, JPCC = 13.2 Hz), 132.2 (d, JPCCCC = 2.7 Hz), 131.7 (d, JPCCC = 9.6 Hz, 2C), 131.5 (d, JPC = 128 Hz), 128.5 (2C), 128.4 (d, JPCC = 12.5 Hz, 2C), 127.4, 126.1, 126.1, 118.9 (d, JPCCC = 10.3 Hz), 74.7 (d, JPOC = 6.9 Hz), 35.9 (d, JPC = 97.3 Hz), 34.2 (d, JPOCC = 2.9 Hz), 33.7 (d, JPOC = 4.1 Hz), 25.1, 23.6, 23.6; HRMS (EI+) m/z calcd for C21H26O2P ([M + H]+) 341.1665, found 341.1675. ",Cyclohexyl cinnamyl phenylphosphinate,O=P(C1=CC=CC=C1)(C2CCCCC2)OCC=CC3=CC=CC=C3,"1H-NMR (CDCl3, 400 MHz) δ = 7.76–7.84 (m, 2H), 7.49–7.55 (m, 1H), 7.41–7.47 (m, 2H), 7.23–7.30 (m, 4H), 7.16–7.22 (m, 1H), 6.35 (dd, J = 5.0 and 15.8 Hz, 1H), 6.06–6.17 (m, 1H), 4.30–4.41 (m, 1H), 2.89 (ddd, J = 1.0, 7.6 and 18.4 Hz, 2H), 1.97–2.07 (m, 1H), 1.57–1.79 (m, 4H), 1.39–1.52 (m, 2H), 1.15–1.36 (m, 3H)","13C-NMR (101 MHz, CDCl3): δ = 137.0 (d, JPCCCC = 3.3 Hz), 134.9 (d, JPCC = 13.2 Hz), 132.2 (d, JPCCCC = 2.7 Hz), 131.7 (d, JPCCC = 9.6 Hz, 2C), 131.5 (d, JPC = 128 Hz), 128.5 (2C), 128.4 (d, JPCC = 12.5 Hz, 2C), 127.4, 126.1, 126.1, 118.9 (d, JPCCC = 10.3 Hz), 74.7 (d, JPOC = 6.9 Hz), 35.9 (d, JPC = 97.3 Hz), 34.2 (d, JPOCC = 2.9 Hz), 33.7 (d, JPOC = 4.1 Hz), 25.1, 23.6, 23.6","CDCl3, 400 MHz","7.76–7.84, 7.49–7.55, 7.41–7.47, 7.23–7.30, 7.16–7.22, 6.35, 6.06–6.17, 4.30–4.41, 2.89, 1.97–2.07, 1.57–1.79, 1.39–1.52, 1.15–1.36","101 MHz, CDCl3","137.0, 134.9, 132.2, 131.7, 131.5, 128.5, 128.4, 127.4, 126.1, 126.1, 118.9, 74.7, 35.9, 34.2, 33.7, 25.1, 23.6, 23.6"
PMC6274338,"3.2.6. 1-[1-Methyl-4-(4methylphenyl)-4,5-dihydro-1H-imidazo]-3-(4-acetylophenyl)urea (3f) From 1b (1.89 g) and 2 (1.61 g) 3f (2.52 g, 72% yield) was obtaines as a white crystalline solid, mp 160–162 °C; 1H-NMR (DMSO-d6): δ(ppm) = 9.36 (s, 1H, NH); 8.28 (s, 1H, NH); 7.87–7.24 (m, 8H, H-Ar); 4.66–4.60 (m, 1H, CH); 3.95–3.89 (m, 2H, CH2); 2.68 (s, 3H, CH3); 2.51 (s, 3H, CH3); 2.33(s, 3H, CH3). 13C-NMR (DMSO-d6) = δ(ppm): 163.8 (C=O), 162.9 (C=O), 149.6 (imidazolidine-C-2), 131.2, 130.0, 129.1, 127.5, 121.9, 120.8, 119.5, 119.1, 117.9, 117.4 (C-Ar), 61.8 (imidazolidine-C-4), 50.1 (imidazolidine-C-5), 26.9 (CH3), 25.3 (CH3), 21.31 (CH3). EIMS m/z 351.1 [M + H]+. HREIMS (m/z): 350.17230 [M+] (Calcd for C20H22N4O2 350.4280); Anal. Calcd for: C20H22N4O2: C, 68.55; H, 6.33; N, 15.99. Found C, 68.26; H, 6.39; N, 15.84. ","1-[1-Methyl-4-(4methylphenyl)-4,5-dihydro-1H-imidazo]-3-(4-acetylophenyl)urea",,"1H-NMR (DMSO-d6): δ(ppm) = 9.36 (s, 1H, NH); 8.28 (s, 1H, NH); 7.87–7.24 (m, 8H, H-Ar); 4.66–4.60 (m, 1H, CH); 3.95–3.89 (m, 2H, CH2); 2.68 (s, 3H, CH3); 2.51 (s, 3H, CH3); 2.33(s, 3H, CH3)","13C-NMR (DMSO-d6) = δ(ppm): 163.8 (C=O), 162.9 (C=O), 149.6 (imidazolidine-C-2), 131.2, 130.0, 129.1, 127.5, 121.9, 120.8, 119.5, 119.1, 117.9, 117.4 (C-Ar), 61.8 (imidazolidine-C-4), 50.1 (imidazolidine-C-5), 26.9 (CH3), 25.3 (CH3), 21.31 (CH3)",DMSO-d6,"9.36, 8.28, 7.87–7.24, 4.66–4.60, 3.95–3.89, 2.68, 2.51, 2.33",DMSO-d6,"163.8, 162.9, 149.6, 131.2, 130.0, 129.1, 127.5, 121.9, 120.8, 119.5, 119.1, 117.9, 117.4, 61.8, 50.1, 26.9, 25.3, 21.31"
PMC6274460,"3.3. Synthesis of 2,4-Dichloro-6-methoxy-1,3,5-triazine (DCMeT, 2) The product was prepared using the reported method [30] and obtained from CH2Cl2/hexane as a white solid in 98% yield; mp 87–88 °C (Lit. [30]; mp 86–87 °C). 1H-NMR (CDCl3) δ 3.99 (s, 3H, OCH3). 13C-NMR (100 MHz, CDCl3) δ 54.8 (OCH3), 168.9, 171.4 (C=N, triazine). ","2,4-Dichloro-6-methoxy-1,3,5-triazine",COC1=NC(Cl)=NC(Cl)=N1,"1H-NMR (CDCl3) δ 3.99 (s, 3H, OCH3)","13C-NMR (100 MHz, CDCl3) δ 54.8 (OCH3), 168.9, 171.4 (C=N, triazine)",CDCl3,3.99,"100 MHz, CDCl3","54.8, 168.9, 171.4"
PMC6278269," 6-Chloro-2-methylquinazolin-4(3H)-one (10a). This compound was prepared from 2-amino-5-chlorobenzamide (100 mg, 0.59 mmol) triethyl orthoacetate (191 mg, 216 µL, 1.18 mmol) and acetic acid (106 mg, 101 µL, 1.77 mmol) in absolute ethanol (3 mL) at 110 °C for 24 h. Yield: 106 mg (92%) as a light tan powder, m.p. 288–290 °C (lit [49] m.p. 289–291 °C); IR (CHCl3): 3166, 1693, 1631 cm−1; 1H-NMR (400 MHz, CDCl3): δ 12.4 (br s, 1H), 8.00 (d, J = 2.5 Hz, 1H), 7.79 (dd, J = 8.7, 2.5 Hz, 1H), 7.59 (d, J = 8.7 Hz, 1H), 2.35 (s, 3H); 13C-NMR (101 MHz, DMSO-d6): δ 160.7, 154.9, 147.7, 134.4, 130.1, 128.9, 124.7, 121.9, 21.5; HRMS (ESI): m/z for C9H735ClN2O [M + 1]+: calcd.: 195.0325; found: 195.0323. ",6-Chloro-2-methylquinazolin-4(3H)-one,O=C1NC(C)=NC2=C1C=C(Cl)C=C2,"1H-NMR (400 MHz, CDCl3): δ 12.4 (br s, 1H), 8.00 (d, J = 2.5 Hz, 1H), 7.79 (dd, J = 8.7, 2.5 Hz, 1H), 7.59 (d, J = 8.7 Hz, 1H), 2.35 (s, 3H)","13C-NMR (101 MHz, DMSO-d6): δ 160.7, 154.9, 147.7, 134.4, 130.1, 128.9, 124.7, 121.9, 21.5","400 MHz, CDCl3","12.4, 8.00, 7.79, 7.59, 2.35","101 MHz, DMSO-d6","160.7, 154.9, 147.7, 134.4, 130.1, 128.9, 124.7, 121.9, 21.5"
