documentId,paragraphText,sorted_compounds
US07705028B2,"Thionyl chloride (2.3 mL, 31.9 mmol) was slowly added to a solution of 6-hydroxy-1-naphthoic acid (3 g, 15.9 mmol) in ethanol (140 mL) and stirred under N2. After addition, the reaction mixture was heated at reflux under nitrogen for 6 days. The reaction mixture was cooled to room temperature and concentrated to give the crude product as an oil. The oil was carefully partitioned between 5% NaHCO3 and EtOAc. The organic phase was separated and washed with brine, dried over MgSO4, filtered and the filtrate was concentrated to give 3 g (87%) of the product as a red amorphous solid. 1H NMR (400 MHz, DMSO-d6): δ 9.92 (s, 1 H), 8.57 (m, 1 H), 7.92 (d, J=8 Hz, 1 H), 7.85 (d, J=7 Hz, 1 H), 7.45 (t, J=8, 1 H), 7.20-7.18 (m, 2 H), 4.38-4.33 (m, 2 H), 1.34 (t, J=7 Hz, 3 H).",Thionyl chloride | 6-hydroxy-1-naphthoic acid | ethanol | N2 | nitrogen | crude product | product | NaHCO3 | EtOAc | brine | MgSO4
US04925849,"A mixture of 2-phenylpyrazolo[1,5-a]pyridine-3-carbaldehyde (0.5 g) and hydroxylamine hydrochloride (0 17 g) in ethanol (5 ml) was refluxed for 1.5 hours and evaporated in vacuo. The residue was triturated with ethyl acetate and recrystallized from a mixture of ethanol and ethyl acetate to give 2-phenylpyrazolo[1,5-a]pyridine-3-carbaldehyde oxime hydrochloride (0.28 g).","2-phenylpyrazolo[1,5-a]pyridine-3-carbaldehyde | hydroxylamine hydrochloride | ethanol | ethyl acetate | ethanol | ethyl acetate | 2-phenylpyrazolo[1,5-a]pyridine-3-carbaldehyde oxime hydrochloride"
US20160242416A1,"To a solution of 3-[2-(1,1-dimethylethyl)-2-oxiranyl]-5-[(4-chlorophenoxy)methyl]-4,5-dihydroisoxazole (i.e. less polar diastereomer; the first product of Step B) (1.97 g, 6.35 mmol) and 1,2,4-triazole (0.48 g, 7.0 mmol) in anhydrous acetonitrile (10 mL) was added 4 drops of DBU. The mixture was heated between 70-80° C. for 24 hour, cooled, concentrated under reduced pressure and purified by column chromatography on silica gel using 50-100% ethyl acetate in hexanes as eluant to give 1.57 g of the title compound (a compound of the present invention) as white solid. The solid was recrystallized from methanol to give 1.38 g of colorless crystals, mp 125-127° C. An x-ray crystal structure analysis on a similarly prepared sample showed this to be the (R,S/S,R) diastereomer (racemic mixture).","3-[2-(1,1-dimethylethyl)-2-oxiranyl]-5-[(4-chlorophenoxy)methyl]-4,5-dihydroisoxazole | product | 1,2,4-triazole | acetonitrile | DBU | silica gel | hexanes | title compound"
US08575340B2,"Prepared similarly to Example 1 from 2-(butyloxy)-8-(methyloxy)-9-[2-(4-piperidinyl)ethyl]-9H-purin-6-amine (for example, as prepared for Intermediate 30) and 2-bromoethanol (commercially available, for example, from Aldrich).",2-(butyloxy)-8-(methyloxy)-9-[2-(4-piperidinyl)ethyl]-9H-purin-6-amine | Intermediate 30 | 2-bromoethanol
US07091222B2,"Diazo-2-oxo-propyl)-phosphonic acid dimethyl ester (0.6 g, 3 mmol) was dissolved in 10 mL of methanol. Potassium carbonate (0.74 g, 5 mmol) was added. A solution of 1-Cyclopropyl-2,5-dimethyl-1H-imidazole-4-carbaldehyde (0.42 g, 3 mmol) in 5 ml methanol was added drop wise at room temperature. The reaction mixture was stirred at room temperature overnight. The solvent was evaporated. The residue was taken up in 15 mL water and extracted three times with ethyl acetate (15 ml each). The combined organic extracts were dried with sodium sulfate, filtered and evaporated. The crude product was purified by flash chromatography on silica gel (heptane/ethyl acetate 80:20→0:100 gradient) and the desired compound was obtained as a white solid (0.12 g, 30%), MS: m/e=161.4 (M+).","Diazo-2-oxo-propyl | phosphonic acid dimethyl ester | methanol | Potassium carbonate | 1-Cyclopropyl-2,5-dimethyl-1H-imidazole-4-carbaldehyde | methanol | ethyl acetate | sodium sulfate | crude product | silica gel | heptane/ethyl acetate | desired compound | solid"
US20100075978A1,"The title compound was prepared from 4-[2-(2,4-dichloro-phenoxy)-phenylsulfamoyl]-benzoic acid (Example 1/c) and 4,4′-bipiperidine according to the method described in Example 8.","title compound | 4-[2-(2,4-dichloro-phenoxy)-phenylsulfamoyl]-benzoic acid | 4,4′-bipiperidine"
US20090227555A2,"A biphasic mixture of 1-(5-(5-butyl-1,3-oxazol-2-yl)-3-chloropyridin-2-yl)piperidine-4-carboxylate (0.400 g, 1.06 mmol) dissolved in THF (50 mL) and aqueous LiOH (1 M, 50 mL) was stirred at room temperature for 20 h. The pH was adjusted to 2 with concentrated HCl. The combined organic layers from extractions with EtOAc (3×75 mL) were dried (MgSO4), passed through silica gel and concentrated to produce 1-(5-(5-butyl-1,3-oxazol-2-yl)-3-chloropyridin-2-yl)piperidine-4-carboxylic acid as a solid. Yield: 0.277 g (72%).","1-(5-(5-butyl-1,3-oxazol-2-yl)-3-chloropyridin-2-yl)piperidine-4-carboxylate | THF | LiOH | HCl | EtOAc | MgSO4 | 1-(5-(5-butyl-1,3-oxazol-2-yl)-3-chloropyridin-2-yl)piperidine-4-carboxylic acid"
US07820680B2,"The title compound was prepared from 5-{2-[benzyl(methyl)amino]-ethyl}-1-(4-fluorobenzyl)piperazine-2-one (1.15 g, 3.23 mmol) and isopropyl isocyanate (0.412 g, 4.84 mmol) essentially according to the procedure described in Example 6, Step 8. The crude product was purified by silica gel chromatography (120 g RediSep column, 85 mL/min, gradient elution with EtOAc for 4 min, then with 0-10% MeOH-EtOAc over 15 min, then with 10% MeOH-EtOAc for 11 min) to afford the title compound as a viscous, light orange oil. 1H NMR (400 MHz, CDCl3): δ 7.34-7.19 (br m, 7 H), 7.03-6.98 (m, 2 H), 5.59 (m, 1 H), 4.75 (d, J=11.6 Hz, 1 H), 4.58 (d, J=14.8 Hz, 1 H), 4.28 (d, J=11.6 Hz, 1 H), 4.18 (m, 1 H), 4.12 (d, J=6.0 Hz, 1 H), 3.93-3.87 (m, 1 H), 3.70 (d, J=14.8 Hz, 1 H), 3.54 (d, J=10.4 Hz, 1 H), 3.49-3.46 (br m, 1 H), 3.24 (d, J=10.4 Hz, 1 H), 2.83 (dd, J=1.2, 10.0 Hz, 1 H), 2.34-2.29 (m, 1 H), 2.18-2.14 (m, 4 H), 1.71-1.65 (m, 1 H), 1.47-1.42 (m, 1 H), 1.08 and 1.05 (d, J=5.2 Hz, rotamers, 6 H). ES MS (M+1)=441.6.",title compound | 5-{2-[benzyl(methyl)amino]-ethyl}-1-(4-fluorobenzyl)piperazine-2-one | isopropyl isocyanate | crude product | silica gel | EtOAc | MeOH-EtOAc | MeOH-EtOAc | title compound
US08927029B2,"Using the same general procedure as used for 2-amino-5-(3-amino-propylidene)-1,5-dihydro-imidazol-4-one dihydrochloride, 0.100 g of dihydrosventrin hydrochloride 23 gave 0.048 g (47%) of the title compound 32 as a tan solid ((Z)-isomer exclusively). 1H NMR (300 MHz, CD3OD) δ 6.84 (s, 1H), 6.16 (t, 1H, J=7.8 Hz), 3.91 (s, 3H), 3.46 (t, 2H, J=6.9 Hz), 2.59 (dt, 2H, J=6.9, 14.7 Hz); 13C NMR (100 MHz, DMSO-d6) δ 163.80, 163.00, 157.19, 130.63, 129.04, 119.42, 115.92, 112.67, 99.09, 39.06, 36.28, 28.73; HRMS (ESI) calcd for C12H14Br2N5O2 (MH+) 417.9509, found 417.9511.","2-amino-5-(3-amino-propylidene)-1,5-dihydro-imidazol-4-one dihydrochloride | dihydrosventrin hydrochloride | title compound 32 | (Z)-isomer"
US07557213B2,"Experimental conditions analogous to those described for Step 6 of Example 60 from 90 mg (0.22 mmol) of 1-(6-bromo-pyridin-2-ylmethyl)-4-oxo-1,4-dihydro-quinoline-3-carboxylic acid methoxy-methyl-amide in 1 mL THF and 0.98 mL 0.5M 4-N,N-dimethylanilinemagnesium bromide. Yield: 52 mg of a yellow solid. LC-MSD, m/z for C24H20BrN3O2 [M+H]+=462.0, 464.0; HPLC retention time: 2.6 min.","1-(6-bromo-pyridin-2-ylmethyl)-4-oxo-1,4-dihydro-quinoline-3-carboxylic acid methoxy-methyl-amide | THF | bromide | yellow solid"
US09174968B2,"To a solution of 6-methyl-2(1H)-pyridinone (2 g, 18.33 mmol) and 4-fluorobenzaldehyde (2 ml, 18.64 mmol) in DMF (60 mL), was added K2CO3 (3.80 g, 27.5 mmol). The mixture was heated at 130° C. overnight. After cooling, the reaction mixture was diluted in water, extracted with EA. The organic phase was washed with water and brine, dried over Na2SO4, concentrated to afford the title compound (3.24 g, 15.19 mmol, 83% yield) as a brown oil. LCMS: rt=2.77 min, [M+H+]=214",6-methyl-2(1H)-pyridinone | 4-fluorobenzaldehyde | DMF | K2CO3 | water | EA | water | brine | Na2SO4 | title compound
US08354444B2,"A mixture of rac-(2R,3R,4R,5S)-3-(3-chloro-phenyl)-4-(4-chloro-phenyl)-4-cyano-5-(2,2-dimethyl-propyl)-pyrrolidine-2-carboxylic acid (86.2 mg, 0.20 mmol), 1-(2,2-Dimethyl-[1,3]dioxolan-4-ylmethyl)-1H-pyrazol-3-ylamine (59.14 mg, 0.3 mmol), 2-(7-azabenzotriazol-1-yl)-n,n,n′,n′-tetramethyluronium hexafluorophosphate (HATU, 76 mg, 0.2 mmol) and iPr2NEt (0.1 mL, 0.55 mmol) in CH2Cl2 (2 mL) was stirred at rt overnight. The mixture was then diluted with CH2Cl2 and washed with water, brine. The organic phase was separated, filtered and dried over Na2SO4. The mixture was then concentrated and purified by reverse phase chromatography (20-95% of ACN/water) to give rac-(2R,3R,4R,5S)-3-(3-chloro-phenyl)-4-(4-chloro-phenyl)-4-cyano-5-(2,2-dimethyl-propyl)-pyrrolidine-2-carboxylic acid [1-((R)-2,2-dimethyl-[1,3]dioxolan-4-ylmethyl)-1H-pyrazol-3-yl]-amide (91.2 mg, 74.68%) as an off-white powder. HRMS (ES+) m/z Calcd for C34H45Cl2N5O2S+H [(M+H)+]: 610.2346. found: 610.2345.","rac-(2R,3R,4R,5S)-3-(3-chloro-phenyl)-4-(4-chloro-phenyl)-4-cyano-5-(2,2-dimethyl-propyl)-pyrrolidine-2-carboxylic acid | 1-(2,2-Dimethyl-[1,3]dioxolan-4-ylmethyl)-1H-pyrazol-3-ylamine | 2-(7-azabenzotriazol-1-yl)-n,n,n′,n′-tetramethyluronium hexafluorophosphate | iPr2NEt | CH2Cl2 | CH2Cl2 | water | brine | Na2SO4 | ACN/water | rac-(2R,3R,4R,5S)-3-(3-chloro-phenyl)-4-(4-chloro-phenyl)-4-cyano-5-(2,2-dimethyl-propyl)-pyrrolidine-2-carboxylic acid [1-((R)-2,2-dimethyl-[1,3]dioxolan-4-ylmethyl)-1H-pyrazol-3-yl]-amide"
US20160083391A1,"The title compound was prepared using the procedure for I-123, substituting 4-amino-3-isopropyl-1H-pyrazole-5-carboxamide (synthesized using the procedure in Haning, H., et al., Bioorg. Med. Chem. Lett. 2005, 15, 3900) for 4-amino-3-cyclopentyl-1H-pyrazole-5-carboxamide, substituting 2-acetamido-3-phenylpropanoic acid for 2-acetamidoacetic acid, and substituting paraformaldehyde for 4-methoxybenzaldehyde. 1H NMR (400 MHz, CDCl3): δ 7.14 (m, 3H), 7.06 (m, 2H), 4.33 (dt, J1=13.4 Hz, J2=3.6 Hz, 1H), 3.93 (t, J=4.8 Hz, 1H), 3.45-3.36 (m, 3H), 3.29 (dd, J1=14.0 Hz, J2=4.0 Hz, 1H), 3.17 (dt, J1=12.0 Hz, J2=4.4 Hz, 1H), 2.67 (m, 1H), 2.56 (s, 3H), 1.47 (dd, J1=6.8 Hz, J2=2.8 Hz, 6H), LC/MS: m/e=338 (M+H)+.",title compound | I-123 | 4-amino-3-cyclopentyl-1H-pyrazole-5-carboxamide | 2-acetamido-3-phenylpropanoic acid | 2-acetamidoacetic acid | 4-methoxybenzaldehyde
US06949535B2,"Prepared according to Procedure A using 2-amino-6-chlorobenzoic acid (2.0 g, 11.7 mmol) and SOCl2 (2.1 mL, 29.1 mmol) in benzene (60 mL), followed by o-anisidine (2.6 mL, 23.4 mmol) and CHCl3 (60 mL). The product was chromatographed in CH2Cl2 to provide 2.61 g of a dark yellow oil (81%). 1H NMR (CDCl3) δ: 8.53 (dd, J=1.7, 7.9 Hz, 1H); 8.39 (br S, 1H); 7.11 (dt, J=1.6, 7.8 Hz, 1H); 7.09 (t, J=8.1 Hz, 1H); 7.02 (dt, J=1.4, 7.8 Hz, 1H); 6.92 (dd, J=1.4, 8.0 Hz, 1H); 6.62 (dd, J=0.9, 8.2 Hz, 1H); 4.66 (br s, 2H); 3.87 (s, 3H). MS (ES): m/z 277.0 (M+).",2-amino-6-chlorobenzoic acid | SOCl2 | benzene | o-anisidine | CHCl3 | CH2Cl2 | dark yellow oil
US04345071,"To a suspension of 3-carboxyphthalimide (10 g) in ether (50 ml), a solution of diazomethane in ether was added slowly until a faint yellow colouration persisted. Excess of diazomethane was destroyed with acetic acid and the reaction mixture was evaporated to yield the desired compound.",3-carboxyphthalimide | ether | diazomethane | ether | diazomethane | acetic acid | desired compound
