documentId,paragraphText,sorted_compounds
US09115169B2,"To a stirred solution of Boc-L-Trp-OH (761 mg, 2.5 mmoles), H-L-Arg-OMe dihydrochloride (718 mg, 2.75 mmoles), HOBt (1378 mg, 9 mmoles) and DIPEA (2.05 ml, 12 mmoles) in DMF (5 ml) and dichloromethane (2 ml) cooled on ice was added HBTU (1138 mg, 3 mmoles) in small portions over 10 minutes. The mixture was stirred on ice for 1 hour, 40 ml ethyl acetate was added and the organic phase washed successively with 3×40 ml saturated NaHCO3, 2×30 ml 5% citric acid, 50 ml water and 2×30 ml brine. Evaporation afforded 1.1 g of a white solid.",Boc-L-Trp-OH | H-L-Arg-OMe dihydrochloride | HOBt | DIPEA | DMF | dichloromethane | ice | HBTU | ice | ethyl acetate | NaHCO3 | citric acid | water | brine | white solid
US08980902B2,"To a suspension of 4-(4-(tert-butoxycarbonyl)piperazin-1-yl)-3-methylbenzoic acid (2.0 g, 6.24 mmol), methanamine hydrochloride (0.506 g, 7.49 mmol), N1-((ethylimino)methylene)-N3,N3-dimethylpropane-1,3-diamine hydrochloride (1.795 g, 9.36 mmol), and 1H-benzo[d][1,2,3]triazol-1-ol hydrate (1.434 g, 9.36 mmol) in DMF (Volume: 8.5 mL) was added 4-methylmorpholine (3.43 mL, 31.2 mmol) at 23° C. The reaction was stirred at 23° C. for 2 hr. The reaction mixture was diluted with water (100 mL) and the product was extracted with EtOAc (3×100 mL). The organic extracts were combined, washed with 1N HCl (50 mL), saturated NaHCO3 (50 mL), H2O (50 mL), brine (50 mL) dried over MgSO4, filtered, rinsed with EtOAc, and dried in vacuo to provide tert-butyl 4-(2-methyl-4-(methylcarbamoyl)phenyl)piperazine-1-carboxylate (1.90 g, 5.70 mmol, 91% yield) as a yellow oil. 1H NMR (400 MHz, DMSO-d6) δ ppm 1.42 (s, 9 H) 2.28 (s, 3 H) 2.75 (d, J=4.55 Hz, 3 H) 2.79-2.87 (m, 4 H) 3.42-3.52 (m, 4 H) 7.03 (d, J=8.34 Hz, 1 H) 7.62 (dd, J=8.34, 2.27 Hz, 1 H) 7.64-7.69 (m, 1 H) 8.26 (q, J=4.46 Hz, 1 H). ESI-MS: m/z 334.3 (M+H)+.","4-(4-(tert-butoxycarbonyl)piperazin-1-yl)-3-methylbenzoic acid | methanamine hydrochloride | N1-((ethylimino)methylene)-N3,N3-dimethylpropane-1,3-diamine hydrochloride | 1H-benzo[d][1,2,3]triazol-1-ol hydrate | DMF | 4-methylmorpholine | water | EtOAc | HCl | NaHCO3 | H2O | brine | MgSO4 | EtOAc | tert-butyl 4-(2-methyl-4-(methylcarbamoyl)phenyl)piperazine-1-carboxylate"
US08158810B2,"To a mixture of prop-2-enyl 3-{[3-(4-aminophenyl)-4-oxochromen-7-yloxy]methyl}benzoate, prepared as described in Example 7A, (169.5 mg, 0.397 mmol) and anhydrous pyridine (34.5 mg, 0.44 mmol) in dry methylene chloride (3 ml) at 0° C. was added methanesulfonyl chloride (68.1 mg, 0.60 mmol). The mixture was then stirred at room temperature for 21 hours, then mixed with silics gel and the solvent removed under reduced pressure. Flash chromatography of the silica gel mixture, eluting with methylene chloride/methanol (99.5/0.5) gave prop-2-enyl 3-[(3-{4-[(methylsulfonyl)amino]phenyl}-4-oxochromen-7-yloxy)methyl]benzoate as a white solid (160.9 mg). (ESI) m/z 506 (M+H)+.",prop-2-enyl 3-{[3-(4-aminophenyl)-4-oxochromen-7-yloxy]methyl}benzoate | pyridine | methylene chloride | methanesulfonyl chloride | silica gel | methylene chloride/methanol | prop-2-enyl 3-[(3-{4-[(methylsulfonyl)amino]phenyl}-4-oxochromen-7-yloxy)methyl]benzoate
US04480112,reacting N-acetoacetyl-L-aspartic anhydride with L-phenylalanine methyl ester to form N-acetoacetyl-α-L-aspartyl-L-phenylalanine.,N-acetoacetyl-L-aspartic anhydride | L-phenylalanine methyl ester | N-acetoacetyl-α-L-aspartyl-L-phenylalanine
US20160046635A1,"N2,N4,N6,N8-tetraethyl-pyrimido[5,4-d]pyrimidine-2,4,6,8-tetraamine (124) (220 mg, 0.72 mmol) was treated with 4M HCl/1,4-dioxane in 1,4-dioxane/EtOH (1/1) using procedure described for compound (29a) (245 mg, -100% y). 400 MHz 1H NMR (CDCl3, ppm): δ 9.63 (2H, s), 6.67 (2H, t, J=5.6 Hz), 3.74-3.66 (4H, m), 3.57-3.50 (4H, m), 1.41 (6H, t, J=7.3 Hz), 1.27 (6H, t, J=7.3 Hz). ESI-MS (m/z): 305 [M+H]+; melting point: 247° C. (dec.).","N2,N4,N6,N8-tetraethyl-pyrimido[5,4-d]pyrimidine-2,4,6,8-tetraamine | HCl/1,4-dioxane | 1,4-dioxane/EtOH"
US20130090323A1,"A stirred mixture of 3-bromo-5-cyanopyridine (0.38 g, 2.1 mmol), bis(pinacol-ato)diboron (0.63 g, 2.5 mmol), 1,1′-bis(diphenylphosphino)ferrocene-palladium dichloride (0.17 g, 0.21 mmol), and potassium acetate (0.61 g, 6.21 mmol) in dry 1,4-dioxane (6.0 mL) was purged three times with argon and placed under vacuum three times. The mixture was heated to 90° C. and monitored with LC-MS and TLC. After 21 h, the reactions were cooled to rt then filtered through celite. The organic solvent was removed under reduced pressure, and the brownish-black residue was identified as 5-cyanopyridin-3-ylboronic acid and used without purification. 1H NMR (500 MHz, CDCl3) δ ppm 9.11 (1H, s), 8.93 (1H, br. s.), 8.33 (1H, s). Mass Spectrum (pos.) m/e: 149.1 (M+H)+.","3-bromo-5-cyanopyridine | bis(pinacol-ato)diboron | 1,1′-bis(diphenylphosphino)ferrocene-palladium dichloride | potassium acetate | 1,4-dioxane | argon"
US07683173B2,"To a stirred solution of 2-imidazolidone (5.0 g, 60 mmol) in DMF (100 mL) was added NaH (2.4 g, 60% in mineral oil, 60 mmol). The reaction was then heated to 50° C. and was allowed to stir until bubbling of H2 ceased (˜1 hour). To the mixture was added dropwise (3-bromopropoxy)-tert-butyldimethylsilane (13.5 mL, 60 mmol). The reaction mixture was allowed to stir for 3 hours at 50° C. After 3 hours, the reaction was cooled to room temperature and condensed under reduced pressure and then dissolved in DCM (250 mL) and washed with 1N HCl (500 mL), water (500 mL), NaCl (sat.) (500 mL), dried over MgSO4 and then filtered. The solvent was removed under reduced pressure. The crude material was purified via silica gel chromatography (10% MeOH/DCM) to afford the title compound in 45% yield (6.9 g, 26.7 mmol).",2-imidazolidone | DMF | NaH | H2 | (3-bromopropoxy)-tert-butyldimethylsilane | DCM | HCl | water | NaCl | MgSO4 | crude material | silica gel | MeOH/DCM | title compound
US05403816,"A DMF suspension (50 ml) of 3.0 g (17.8 mmol) of methyl 6-amino-3-hydroxypicolinate, 3.9 g (17.8 mmol) of 2-methylsulfonyl-4,6-dimethoxypyrimidine and 1.23 g (8.9 mmol) of potassium carbonate in a 100 ml round bottomed flask, was stirred at 80° C. for 4 hours. The reaction mixture was poured into ice water and extracted with dichloromethane. The organic layer was washed with water, dried, concentrated and purified by silica gel chromatography (n-hexane/AcOEt=1/1+0.1 MeOH) to obtain 4.43 g (yield: 81.3%) of the desired product.","DMF | methyl 6-amino-3-hydroxypicolinate | 2-methylsulfonyl-4,6-dimethoxypyrimidine | potassium carbonate | ice water | water | dichloromethane | silica gel | n-hexane/AcOEt | MeOH | desired product"
US04617394,"A mixture of 8-amino-2,6-dimethoxy-4-methyl-5-(3-trifluoromethylphenoxy)quinoline (8.0 g, 21.2 mmol), diisopropylamine (2.14 g, 21.2 mmol) and 4-iodo-1-phthalimidopentane (IPP) (7.26 g, 21.2 mmol) in CH3CN (40 mL) was refluxed for 24 hours after which time additional diisopropylamine (2.14 g, 21.2 mmol) and IPP (7.26 g, 21.2 mmol) were added. After refluxing a further 24 hours, more diisopropylamine (1.07 g, 10.6 mmol) and IPP (3.63 g, 10.6 mmol) were added and refluxing was continued a further 24 hours. The cooled mixture was diluted with H2O (20 mL) and stirred in an ice bath until crystallization was complete. Filtration and recrystallization from IPA gave 8.4 g (67%) of 1st crop title compound, mp 120°-124° C. Further recrystallization raised the mp to 121°-124° C.","8-amino-2,6-dimethoxy-4-methyl-5-(3-trifluoromethylphenoxy)quinoline | diisopropylamine | 4-iodo-1-phthalimidopentane | IPP | CH3CN | diisopropylamine | IPP | diisopropylamine | H2O | ice | IPA | title compound"
US07902375B2,The titled compound is prepared via an analogous method to 5-(3-fluoro-4-methanesulfonyl-phenyl)-4-methyl-thiazol-2-ylamine (Intermediate AA) by replacing 1-(3-fluoro-4-methanesulfonyl-phenyl)-propan-2-one (AA3) in step AA4 with 1-(4-fluoro-3-methanesulfonyl-phenyl)-propan-2-one (AG3).,titled compound | 5-(3-fluoro-4-methanesulfonyl-phenyl)-4-methyl-thiazol-2-ylamine | 1-(3-fluoro-4-methanesulfonyl-phenyl)-propan-2-one | 1-(4-fluoro-3-methanesulfonyl-phenyl)-propan-2-one
US07173035B2,"MeI (45 μL, 0.72 mmol) was added to a mixture of N-{4-(4-t-butyloxycarbonyl-1,4-diazepan-1-yl)-2-[(methylsulfonyl)amino]phenyl}benzenesulfonamide (0.189 g, 0.36 mmol) and K2CO3 (0.124, 0.90 mmol) in acetone (25 mL). The mixture was stirred at r.t. for 2 h, filtered and the solvent was removed. Purification by column chromatography (DCM/MeOH/Heptane 4:1:15) gave 110 mg of N-{4-(4-t-butyloxycarbonyl1,4-diazepan-1-yl)-2-[methyl (methylsulfonyl)amino]phenyl}benzenesulfonamide and 20 mg of N-{4-(4-t-butyloxycarbonyl 1,4-diazepan-1-yl)-2-[(methylsulfonyl)amino]phenyl}-N-methyl benzenesulfonamide. Boc-deprotection was carried out by dissolving the compounds in small amount of MeOH and adding HCl/ether. The solvent was removed and the products were recrystrallized from MeOH/ether. N-{4-(1,4-diazepan-1-yl)-2-[(methylsulfonyl)amino]-phenyl}-N-methylbenzenesulfonamide hydrochloride M+1 439.2 Calcd 439.14.","MeI | N-{4-(4-t-butyloxycarbonyl-1,4-diazepan-1-yl)-2-[(methylsulfonyl)amino]phenyl}benzenesulfonamide | K2CO3 | acetone | DCM/MeOH/Heptane | N-{4-(4-t-butyloxycarbonyl1,4-diazepan-1-yl)-2-[methyl (methylsulfonyl)amino]phenyl}benzenesulfonamide | N-{4-(4-t-butyloxycarbonyl 1,4-diazepan-1-yl)-2-[(methylsulfonyl)amino]phenyl}-N-methyl benzenesulfonamide"
US07718648B2,"Tert-butyl({6-chloro-4-[4-chloro-2-(2,6-difluorobenzoyl)phenyl]pyridin-3-yl}-methyl)carbamate (165.0 mg, 0.3345 mmol) was dissolved in methylene chloride (5 mL). Trifluoroacetic acid (5 mL, 0.06 mol) was added and the reaction was stirred at room temperature under an atmosphere of nitrogen overnight. Water (20 mL) and methylene chloride (15 mL) were added and the resulting mixture was stirred while solid sodium carbonate (4.50 g, 0.04 mol) was slowly added with stirring. The resulting basic mixture was stirred at room temperature for 30 minutes and then transferred to a separatory funnel. The organic layer was separated and the aqueous phase was extracted with additional methylene chloride (10 mL). The organic extracts were combined, washed with water (10 mL) and brine (10 mL). The organic phase was dried over sodium sulfate, filtered and concentrated in vacuo. The resulting white solid was purified by column chromatography on silica gel (elution gradient from dichloromethane to 7.5% ethyl acetate/dichloromethane) to yield 2,9-dichloro-7-(2,6-difluorophenyl)-5H-pyrido[3,4-d][2]-benzazepine (108 mg, 86%) as a white solid. The product structure was confirmed by NMR and MS.","Tert-butyl({6-chloro-4-[4-chloro-2-(2,6-difluorobenzoyl)phenyl]pyridin-3-yl}-methyl)carbamate | methylene chloride | Trifluoroacetic acid | nitrogen | Water | methylene chloride | sodium carbonate | methylene chloride | water | brine | sodium sulfate | silica gel | dichloromethane | ethyl acetate/dichloromethane | 2,9-dichloro-7-(2,6-difluorophenyl)-5H-pyrido[3,4-d][2]-benzazepine"
US20050143401A1,"2-Bromothiazole-4-carbaldehyde (6.56 g, 34.17 mmol) [A. T. Ung, S. G. Pyne/Tetrahedron: Asymmetry 9 (1998) 1395-1407] and ethylene glycol (5.72 ml, 102.5 mmol) were heated under reflux in toluene (50 ml), with a Dean and Stark trap fitted, for 18 hr. The product was concentrated and purified by column chromatography (15% ethyl acetate /hexane) to give the product as a yellow solid (6.03 g); m/z 236, 238.",2-Bromothiazole-4-carbaldehyde | ethylene glycol | toluene | product
US08124604B2,"3,5-Dibromo-1-methyl-1H-pyridin-2-one (469 mg, 1.76 mmol), 1-Methyl-1H-pyrazol-3-ylamine (205 mg, 2.11 mmol), tris(dibenzylidineacetone)dipalladium(0) (80 mg, 0.087 mmol), 2,2′-bis(diphenyl phosphino-1,1′-binaphthalene (82 mg, 0.13 mmol), and cesium carbonate (801 mg, 2.46 mmol) were deposited in a sealed vial with 10 mL toluene. This was heated at 130° C. for 18 hours. The resulting mixture was poured into 50 mL water. This was extracted with ethylacetate. The ethylacetate layer was washed with brine, dried over anhydrous magnesium sulfate, filtered, concentrated in vacuo, and purified by flash chromatography (eluted with ethylacete/hexanes) to yield 5-Bromo-1-methyl-3-(1-methyl-1H-pyrazol-3-ylamino)-1H-pyridin-2-one (271 mg, 0.957 mmol). MS (EST) 284.9 (M+H)+.","3,5-Dibromo-1-methyl-1H-pyridin-2-one | 1-Methyl-1H-pyrazol-3-ylamine | tris(dibenzylidineacetone)dipalladium(0) | diphenyl phosphino-1,1′-binaphthalene | cesium carbonate | toluene | water | ethylacetate | ethylacetate | brine | magnesium sulfate | hexanes | 5-Bromo-1-methyl-3-(1-methyl-1H-pyrazol-3-ylamino)-1H-pyridin-2-one"
US04304728,"A solution of ethyl 6-(4-chlorophenyl)-2,4,6-trioxohexanoate (0.26 g) in cold concentrated sulphuric acid (3 ml) was stirred for 3 hours at 0°-5° C. then poured on to ice (10 g). The solid product was recrystallised from ethanol-water to give the title product identical (mp, IR and NMR, and thin-layer chromatography) with the product described in Example 12.","ethyl 6-(4-chlorophenyl)-2,4,6-trioxohexanoate | sulphuric acid | ice | ethanol-water | title product"
US04001419,"A solution of xanthene (9.1 g.) in dimethyl sulphoxide (75 ml.) is added dropwise over 20 minutes at room temperature to a solution of sodium methylsulphinylmethide [prepared in the usual way from sodium hydride (8 g. of a 60 % dispersion in mineral oil) and dimethyl sulphoxide (100 ml.)] with stirring in an atmosphere of nitrogen. The blood-red mixture is stirred at room temperature for a further 30 minutes, cooled to 0° C., and a solution of N-methyldi-(2-chloroethyl)amine (9.6 g.) in dimethyl sulphoxide (20 ml.) is then added dropwise during 15 minutes, keeping the temperature below 20° C. Water (500 ml.) is added to the now colourless mixture, and the mixture is extracted three times with ether. The combined ether extracts are dried over MgSO4, evaporated to dryness and the gummy residue (12.2 g.) is chromatographed on basic alumina (Brockmann Grade III), eluting with increasing concentrations of chloroform in light petroleum (b.p. 60-80° C.). Elution with 5% chloroform in light petroleum gives, on evaporation of the solvent, a gum which is dissolved in ether and treated with ethereal hydrochloric acid. The solid is recrystallised from ethanol-ether to give 1'-methylxanthene-9-spiro-4'-piperidine hydrochloride, m.p. 220°-222° C.",xanthene | dimethyl sulphoxide | sodium | sodium hydride | dimethyl sulphoxide | nitrogen | N-methyldi-(2-chloroethyl)amine | dimethyl sulphoxide | Water | ether | ether | MgSO4 | alumina | chloroform | light petroleum | chloroform | light petroleum | ether | hydrochloric acid | ethanol-ether | 1'-methylxanthene-9-spiro-4'-piperidine hydrochloride
US06197798B1,"To N-(5-nitro-indan-2-yl)-acetamide (23.5 g, 107 mmol) is added 2N hydrochloric acid (500 mL). The mixture is heated to reflux for 24 h and then concentrated in vacuo. Methanol (100 mL) is added to the residue and the mixture is concentrated in vacuo. Toluene (100 mL) is added and the mixture is again concentrated. A solution of the residue in methanol (100 mL) is warmed, diethyl ether (500 mL) is added and the mixture is let stand overnight. The solid is collected by filtration and air dried to yield 2-amino-5-nitro-indane hydrochloride as a white solid.",N-(5-nitro-indan-2-yl)-acetamide | hydrochloric acid | Methanol | Toluene | methanol | diethyl ether | 2-amino-5-nitro-indane hydrochloride
