file_name,Paragraph,IUPAC,smiles,1H NMR text,13C NMR text,1H NMR conditions,1H NMR data,13C NMR conditions,13C NMR data
PMC6245419,"(2S,3S)-Methyl 3-methyl-2-[(2-phenyl-1H-imidazol-4-yl)methylamino]pentanoate (3d). Prepared from (2S,3S)-isoleucine methyl ester hydrochloride in 38% yield; m.p. 93-98 °C; [α]D20 = -9.2 (c 0.05, CH3OH); 1H-NMR: δ = 0.87-0.93 (6H, m, CHCH3 and CH2CH3), 1.17-1.24 (1H, m, CH2CH3), 1.50-1.55 (1H, m, CH2CH3), 1.70-1.72 (1H, m, CHCH3), 3.23 (1H, d, J = 5.7, CHNH), 3.65 (3H, s, OCH3), 3.67 (1H, d, J = 14.0, CH2NH), 3.77 (1H, d, J = 14.0, CH2NH), 6.99 (1H, s, HIm), 7.36 (1H, t, J = 7.4, ArH), 7.43 (2H, t, J = 7.4, ArH), 7.84 (2H, d, J = 7.8, ArH); 13C-NMR: δ = 12.0 (CH2CH3), 15.9 (CHCH3), 27.1 (CH2CH3), 39.7 (CHCH3), 45.3 (CH2NH), 52.1 (OCH3), 66.1 (CHNH), 122.2 (C5Im), 126.7 (ArH), 129.9 (ArH), 130.1 (ArH), 131.6 (Arq), 148.2 (C2Im), 176.4 (COOCH3), C4Im is missing; Elemental analysis (%) calcd. for C17H23N3O2: C 67.75, H 7.69, N 13.94; found: C 67.72, H 7.73, N 13.96. ","(2S,3S)-Methyl 3-methyl-2-[(2-phenyl-1H-imidazol-4-yl)methylamino]pentanoate",CC[C@H](C)[C@H](N(C1=CNC(C2=CC=CC=C2)=N1)C)C(OC)=O,"1H-NMR: δ = 0.87-0.93 (6H, m, CHCH3 and CH2CH3), 1.17-1.24 (1H, m, CH2CH3), 1.50-1.55 (1H, m, CH2CH3), 1.70-1.72 (1H, m, CHCH3), 3.23 (1H, d, J = 5.7, CHNH), 3.65 (3H, s, OCH3), 3.67 (1H, d, J = 14.0, CH2NH), 3.77 (1H, d, J = 14.0, CH2NH), 6.99 (1H, s, HIm), 7.36 (1H, t, J = 7.4, ArH), 7.43 (2H, t, J = 7.4, ArH), 7.84 (2H, d, J = 7.8, ArH)","13C-NMR: δ = 12.0 (CH2CH3), 15.9 (CHCH3), 27.1 (CH2CH3), 39.7 (CHCH3), 45.3 (CH2NH), 52.1 (OCH3), 66.1 (CHNH), 122.2 (C5Im), 126.7 (ArH), 129.9 (ArH), 130.1 (ArH), 131.6 (Arq), 148.2 (C2Im), 176.4 (COOCH3), C4Im is missing",,"0.87-0.93, 1.17-1.24, 1.50-1.55, 1.70-1.72, 3.23, 3.65, 3.67, 3.77, 6.99, 7.36, 7.43, 7.84",,"12.0, 15.9, 27.1, 39.7, 45.3, 52.1, 66.1, 122.2, 126.7, 129.9, 130.1, 131.6, 148.2, 176.4"
PMC10045823,"N-(4-(3-(3-chlorophenyl)-4,4-dicyanobutanoyl)phenyl)-4-methylbenzene-sulfonamide (3n) White solid; (yield 0.53 g, 90%); mp: 183–184 °C; Rf 0.52 (30% EtOAc:Hexane); IR: 3462 (N-H str), 1667 (C=O str), 1303 (asymm. S=O str), 1154 (symm. S=O str) cm−1; 1H NMR (400 MHz, DMSO-d6) (Figure S31) δ: 3.81 (s, 1H, NH), 7.86–7.84 (m, 2H, Ar-H), 7.74–7.72 (m, 2H, Ar-H), 7.54 (s, 1H, Ar-H), 7.42–7.30 (m, 5H, Ar-H), 7.23–7.21 (m, 2H, Ar-H), 5.26 (br s, 1H, H1), 4.03 (t, 1H, J = 6.68, Hz, H2), 3.73 (dd, 1H, J = 18.3 Hz, 3.0 Hz, H4), 3.53 (dd, 1H, J = 17.9 Hz, 11.96 Hz, H3), 2.35 (s, 3H, Me); 13C NMR (100 MHz, DMSO-d6) (Figure S32) δ: 194.21, 143.38, 142.9, 139.95, 136.46, 133.41, 130.63, 130.08, 129.53, 129.49, 128.16, 28.3, 126.65, 117.6, 112.76, 40.19, 38.94, 28.71, 20.98; CHN Analysis: Anal. calcd for C25H20ClN3O3S (477.96): C, 62.82; H, 4.22; N, 8.79%. Found: C, 62.54; H, 4.01; N, 8.51%.  2.1.2. Biological Activity ","N-(4-(3-(3-chlorophenyl)-4,4-dicyanobutanoyl)phenyl)-4-methylbenzene-sulfonamide",O=S(C1=CC=C(C)C=C1)(NC2=CC=C(C(CC(C3=CC=CC(Cl)=C3)C(C#N)C#N)=O)C=C2)=O,"1H NMR (400 MHz, DMSO-d6) (Figure S31) δ: 3.81 (s, 1H, NH), 7.86–7.84 (m, 2H, Ar-H), 7.74–7.72 (m, 2H, Ar-H), 7.54 (s, 1H, Ar-H), 7.42–7.30 (m, 5H, Ar-H), 7.23–7.21 (m, 2H, Ar-H), 5.26 (br s, 1H, H1), 4.03 (t, 1H, J = 6.68, Hz, H2), 3.73 (dd, 1H, J = 18.3 Hz, 3.0 Hz, H4), 3.53 (dd, 1H, J = 17.9 Hz, 11.96 Hz, H3), 2.35 (s, 3H, Me)","13C NMR (100 MHz, DMSO-d6) (Figure S32) δ: 194.21, 143.38, 142.9, 139.95, 136.46, 133.41, 130.63, 130.08, 129.53, 129.49, 128.16, 28.3, 126.65, 117.6, 112.76, 40.19, 38.94, 28.71, 20.98","400 MHz, DMSO-d6","3.81, 7.86–7.84, 7.74–7.72, 7.54, 7.42–7.30, 7.23–7.21, 5.26, 4.03, 3.73, 3.53, 2.35","100 MHz, DMSO-d6","194.21, 143.38, 142.9, 139.95, 136.46, 133.41, 130.63, 130.08, 129.53, 129.49, 128.16, 28.3, 126.65, 117.6, 112.76, 40.19, 38.94, 28.71, 20.98"
PMC6270056," 2-{2-[2-(1,3-Dimethylxanthin-7-yl)acethyl]hydrazono}-3-(4-chlorophenyl)-5-(benzyliden)thiazolidin-4-one (7b1). Yield 68%, m.p. 265–267 °C; FT-IR (KBr, cm−1): 3,297, 3,118 (-NH-), 2,994, 1,591, 1,545 (phenyl ring), 1,699 (-C=O), 1,639 (C=N), 1,348 (-CH2-), 1,214 (C-N), 777 (C-Cl), 710 (C-S-C); 1H-NMR (DMSO-d6) δ in ppm: 8.06 (s, 1H, -CH=N-); 7.51-7.31 (dm, 9H, Ar-H); 7.24 (s, 1H, C=CH-); 7.01 (s, 1H, -NH-); 5.17 (s, 2H, -CH2-); 3.32, 3.20 (s, 6H, 2CH3); 13C-NMR (DMSO-d6) δ in ppm: 173.73 (C9), 167.63 (C12), 156.18 (C10), 154.39, 150.97 (C6, C2), 148.24 (C4), 146.52 (C7), 142.81 (C13), 135.18 (C19), 132.41 (C20), 128.57 (C22, C24), 128.02 (C15, C17), 127.03 (C16), 126.87 (C14, C18), 120.84 (C23), 119.76 (C21, C25), 117.08 (C11), 106.29 (C5), 29.45 (C8), 29.01, 27.42, (C1, C3). ","2-{2-[2-(1,3-Dimethylxanthin-7-yl)acethyl]hydrazono}-3-(4-chlorophenyl)-5-(benzyliden)thiazolidin-4-one",O=C1N(C2=CC=C(Cl)C=C2)C(SC1=CC3=CC=CC=C3)=NNC(CN4C=NC(N(C)C(N5C)=O)=C4C5=O)=O,"1H-NMR (DMSO-d6) δ in ppm: 8.06 (s, 1H, -CH=N-); 7.51-7.31 (dm, 9H, Ar-H); 7.24 (s, 1H, C=CH-); 7.01 (s, 1H, -NH-); 5.17 (s, 2H, -CH2-); 3.32, 3.20 (s, 6H, 2CH3);","13C-NMR (DMSO-d6) δ in ppm: 173.73 (C9), 167.63 (C12), 156.18 (C10), 154.39, 150.97 (C6, C2), 148.24 (C4), 146.52 (C7), 142.81 (C13), 135.18 (C19), 132.41 (C20), 128.57 (C22, C24), 128.02 (C15, C17), 127.03 (C16), 126.87 (C14, C18), 120.84 (C23), 119.76 (C21, C25), 117.08 (C11), 106.29 (C5), 29.45 (C8), 29.01, 27.42, (C1, C3).",DMSO-d6,"8.06, 7.51-7.31, 7.24, 7.01, 5.17, 3.32, 3.20",DMSO-d6,"173.73, 167.63, 156.18, 154.39, 150.97, 148.24, 146.52, 142.81, 135.18, 132.41, 128.57, 128.02, 127.03, 126.87, 120.84, 119.76, 117.08, 106.29, 29.45, 29.01, 27.42"
PMC10088926,"4-Methyl-5-thioxo-5,6-dihydro-[1,2,5]selenadiazolo[3,4-d]pyrimidin-7(4H)-one (5b) Yellow solid, yield: 79%; m.p. >300 °C; 1H NMR (400 MHz, DMSO-d6) δ 12.66 (s, 1H, NH), 3.87 (s, 3H, N–CH3), 13C NMR (100 MHz, DMSO-d6) δ 176.3, 156.6, 153.9, 145.2, 36.5 ppm. MS: m/z (%) = M+, 247 (12), 197 (87), 173 (98), 147 (52), 95 (100); Anal. calc. for C5H4N4OSSe (247.15): C, 24.30; H, 1.63; N, 22.67; Found: C, 24.56; H, 1.78; N, 22.75. ","4-Methyl-5-thioxo-5,6-dihydro-[1,2,5]selenadiazolo[3,4-d]pyrimidin-7(4H)-one",O=C(N1)C2=N[Se]N=C2N(C)C1=S,"1H NMR (400 MHz, DMSO-d6) δ 12.66 (s, 1H, NH), 3.87 (s, 3H, N–CH3)","13C NMR (100 MHz, DMSO-d6) δ 176.3, 156.6, 153.9, 145.2, 36.5 ppm","400 MHz, DMSO-d6","12.66, 3.87","100 MHz, DMSO-d6","176.3, 156.6, 153.9, 145.2, 36.5"
PMC10146957," 6-methoxy-3-nitrodibenzo[b,f]oxepine (2b), Yield 99% (1.331 g). mp. 184 °C. 1H NMR (500 MHz, CDCl3, 298 K): δ (ppm): 8.16 (d, J = 2.3 Hz, 1H), 7.98 (dd, J = 8.5 Hz, J = 2.3 Hz, 1H), 7.30 (d, J = 8.5 Hz, 1H), 7.10 (dd, J = 8.1 Hz, J = 7.7 Hz, 1H), 6.99 (dd, J = 8.2 Hz, J = 1.5 Hz, 1H), 6.90 (d, J = 11.4 Hz, 1H), 6.80 (1H, dd, H9), 6.77 (d, J = 11.4 Hz, 1H), 3.96 (s, 3H). 13C NMR (125 MHz, CDCl3, 298 K): δ (ppm): 156.9, 151.8, 148.4, 144.7, 137.5, 133.5, 131.0, 129.1, 128.2, 125.5, 120.8, 112.0, 117.6, 113.3, 56.2. ","6-methoxy-3-nitrodibenzo[b,f]oxepine",O=[N+](C1=CC=C2C(OC3=C(OC)C=CC=C3C=C2)=C1)[O-],"1H NMR (500 MHz, CDCl3, 298 K): δ (ppm): 8.16 (d, J = 2.3 Hz, 1H), 7.98 (dd, J = 8.5 Hz, J = 2.3 Hz, 1H), 7.30 (d, J = 8.5 Hz, 1H), 7.10 (dd, J = 8.1 Hz, J = 7.7 Hz, 1H), 6.99 (dd, J = 8.2 Hz, J = 1.5 Hz, 1H), 6.90 (d, J = 11.4 Hz, 1H), 6.80 (1H, dd, H9), 6.77 (d, J = 11.4 Hz, 1H), 3.96 (s, 3H)","13C NMR (125 MHz, CDCl3, 298 K): δ (ppm): 156.9, 151.8, 148.4, 144.7, 137.5, 133.5, 131.0, 129.1, 128.2, 125.5, 120.8, 112.0, 117.6, 113.3, 56.2","500 MHz, CDCl3, 298 K","8.16, 7.98, 7.30, 7.10, 6.99, 6.90, 6.80, 6.77, 3.96","125 MHz, CDCl3, 298 K","156.9, 151.8, 148.4, 144.7, 137.5, 133.5, 131.0, 129.1, 128.2, 125.5, 120.8, 112.0, 117.6, 113.3, 56.2"
PMC10095016,"The resulting product, N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)-3-sulfanylpropanamide (AZM-SH, FW = 268.34), was dried at 37 °C and collected in the form of brownish-white powder (70.4% wt. yield, mp 203.6 ± 1.0 °C), ESI+QTOF MS: [C5H8N4O3S3+H]+ 268.9831 m/z (error—2.5 ppm) and [C5H8N4O3S3-H]+ 266.9853 m/z (error—2.2 ppm). Elemental analysis of C5H8N4O3S3 was found (calculated): C 21.64% (22.38%), H 2.28% (3.00%); N 17.41% (20.88%), S 29.66% (35.85%). 1H NMR spectrum (CD3CN, 400 MHz) δ (ppm): 1.30 (s, 1H, H1 -SH) 2.70–2.97 (dt, 2H, H2 -CH2), 3.23–3.37 (dt, 2H, H3-CH2), 6.43 (d, 2H, H13-NH2, J = 33.8 Hz), 10.62 (br s, H, H6-NH-). 13C NMR spectrum (DMSO-d6, 400 MHz) δ (ppm): 24.04 (C1), 34.56 (C2), 161.29 (C3), 164.94 (C4), 170.78 (C5). The product was also characterized using ATR-FTIR.  3.3.2. Synthesis of NANO3-SH ","N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)-3-sulfanylpropanamide",O=C(NC1=NN=C(S(=O)(N)=O)S1)CCS,"1H NMR spectrum (CD3CN, 400 MHz) δ (ppm): 1.30 (s, 1H, H1 -SH) 2.70–2.97 (dt, 2H, H2 -CH2), 3.23–3.37 (dt, 2H, H3-CH2), 6.43 (d, 2H, H13-NH2, J = 33.8 Hz), 10.62 (br s, H, H6-NH-)","13C NMR spectrum (DMSO-d6, 400 MHz) δ (ppm): 24.04 (C1), 34.56 (C2), 161.29 (C3), 164.94 (C4), 170.78 (C5)","CD3CN, 400 MHz","1.30, 2.70–2.97, 3.23–3.37, 6.43, 10.62","DMSO-d6, 400 MHz","24.04, 34.56, 161.29, 164.94, 170.78"
PMC10108363,"(1R)-3-O-Benzyl-1,2,3-trihydroxy-5N,6O-oxomethylidenenojirimycin (8) A solution of 7 (2.1 g, 6.2 mmol) in 90% TFA–H2O (9.8 mL) was stirred at room temperature for 30 min. The solvent was eliminated under reduced pressure, co-evaporated several times with water, treated with NaOH 0.1 N until pH 8, and concentrated. The resulting residue was purified by column chromatography using EtOAc as the eluent, concentrated, and freeze-dried. Yield: 1.6 g (90%). Rf 0.60 (EtOAc). [α]D – 2.7 (c 1.0 in H2O). 1H NMR (400 MHz, D2O): δ 7.50–7.30 (m, 5H, CH-arom), 5.33 (d, 1H, J1,2 = 4.0 Hz, H-1), 4.84 (d, 1H, 2JH,H = 10.8 Hz, OCH2Ph), 4.80 (d, 1H, OCH2Ph), 4.57 (t, 1H, J6a,6b = J5,6a = 8.8 Hz, H-6a), 4.25 (dd, 1H, J5,6b = 6.8 Hz, H-6b), 3.98–3.90 (m, 1H, H-5), 3.70 (t, 1H, J2,3 = J3,4 = 9.4 Hz, H-3), 3.63 (dd, 1H, H-2), 3.56 (t, 1H, J4,5 = 9.4 Hz, H-4). 13C NMR (100 MHz, D2O): δ 157.6 (CO), 137.6–128.4 (Carom), 80.9 (C-3), 75.3 (OCH2Ph), 74.6 (C-1), 73.3 (C-4), 71.1 (C-2), 67.6 (C-6), 53.2 (C-5). ESIMS m/z: 318.1 [M + Na]+. Anal. Calcd for C14H17NO6: C, 56.94; H, 5.80; N, 4.74. Found: C, 56.75; H, 5.63; N 4.57. ","(1R)-3-O-Benzyl-1,2,3-trihydroxy-5N,6O-oxomethylidenenojirimycin",,"1H NMR (400 MHz, D2O): δ 7.50–7.30 (m, 5H, CH-arom), 5.33 (d, 1H, J1,2 = 4.0 Hz, H-1), 4.84 (d, 1H, 2JH,H = 10.8 Hz, OCH2Ph), 4.80 (d, 1H, OCH2Ph), 4.57 (t, 1H, J6a,6b = J5,6a = 8.8 Hz, H-6a), 4.25 (dd, 1H, J5,6b = 6.8 Hz, H-6b), 3.98–3.90 (m, 1H, H-5), 3.70 (t, 1H, J2,3 = J3,4 = 9.4 Hz, H-3), 3.63 (dd, 1H, H-2), 3.56 (t, 1H, J4,5 = 9.4 Hz, H-4)","13C NMR (100 MHz, D2O): δ 157.6 (CO), 137.6–128.4 (Carom), 80.9 (C-3), 75.3 (OCH2Ph), 74.6 (C-1), 73.3 (C-4), 71.1 (C-2), 67.6 (C-6), 53.2 (C-5)","400 MHz, D2O","7.50–7.30, 5.33, 4.84, 4.80, 4.57, 4.25, 3.98–3.90, 3.70, 3.63, 3.56","100 MHz, D2O","157.6, 137.6–128.4, 80.9, 75.3, 74.6, 73.3, 71.1, 67.6, 53.2"
PMC6337626,"3.2.1. Synthesis of 4-methyl-2-(4-(2-methylthiazol-4-yl)phenyl)thiazole-5-carbohydrazide (4) To a solution of ethyl 4-methyl-2-(4-(2-methylthiazol-4-yl)phenyl)thiazole-5-carboxylate (3, 20 mmol, 6.88 g) in absolute ethanol (50 mL), hydrazine hydrate (40 mmol, 2.00 g) was added and the reaction mixture was refluxed on a water bath, until TLC indicated completion of the reaction (5 h). Then, the mixture was cooled down and the obtained precipitate was subjected to low pressure filtration, dried and recrystallized from ethanol. Yellow solid; 4.55 g; yield 69%; m.p. 224–226 °C; FT-IR (KBr) νmax cm−1: 3291 (N–H str), 3102 (C–H thiazole str), 3038 (C–H str arom), 2921 (C–H str CH3), 1670 (C=O str), 1605 (C=N str); 1H-NMR (DMSO-d6) δ ppm: 9.61 (br, 1H, −NH−), 8.11 (s, 1H, thiazole-C5H), 8.08 (d, J = 8.4 Hz, 2H, phenyl), 7.99 (d, J = 8.4 Hz, 2H, phenyl), 4.63 (br, 2H, −NH2), 2.74 (s, 3H, −CH3), 2.61 (s, 3H, −CH3); 13C-NMR (DMSO-d6) δ ppm: 166.4 (C), 165.9 (C), 161.5 (C), 155.4 (C=O), 153.2 (C), 136.6 (C), 132.0 (C), 127.1 (2CH), 126.6 (C), 125.0 (2CH), 115.9 (CH), 19.4 (CH3), 17.4 (CH3); Anal. Calcd. for C15H14N4OS2 (%): C, 54.53; H, 4.27; N, 16.96; S, 19.41 Found (%): C, 54.48; H, 4.35; N, 16.79; S, 19.48; MS (ESI, 70 eV): m/z 331.1 (M + 1). ",4-methyl-2-(4-(2-methylthiazol-4-yl)phenyl)thiazole-5-carbohydrazide,O=C(C1=C(C)N=C(C2=CC=C(C3=CSC(C)=N3)C=C2)S1)NN,"1H-NMR (DMSO-d6) δ ppm: 9.61 (br, 1H, −NH−), 8.11 (s, 1H, thiazole-C5H), 8.08 (d, J = 8.4 Hz, 2H, phenyl), 7.99 (d, J = 8.4 Hz, 2H, phenyl), 4.63 (br, 2H, −NH2), 2.74 (s, 3H, −CH3), 2.61 (s, 3H, −CH3)","13C-NMR (DMSO-d6) δ ppm: 166.4 (C), 165.9 (C), 161.5 (C), 155.4 (C=O), 153.2 (C), 136.6 (C), 132.0 (C), 127.1 (2CH), 126.6 (C), 125.0 (2CH), 115.9 (CH), 19.4 (CH3), 17.4 (CH3)",DMSO-d6,"9.61, 8.11, 8.08, 7.99, 4.63, 2.74, 2.61",DMSO-d6,"166.4, 165.9, 161.5, 155.4, 153.2, 136.6, 132.0, 127.1, 126.6, 125.0, 115.9, 19.4, 17.4"
PMC10003973,"Methyl 2,6-Difluoro-3-(hexyloxy)benzoate (8) Orange oil (387 mg, 84% yield). 1H NMR (300 MHz, Chloroform-d) δ 6.99 (td, J = 9.1, 5.1 Hz, 1H), 6.82 (td, J = 9.1, 2.0 Hz, 1H), 3.97 (t, J = 6.5 Hz, 2H), 3.93 (s, 3H), 1.82–1.69 (m, 2H), 1.50–1.36 (m, 2H), 1.36–1.24 (m, 4H), 0.93–0.81 (m, 3H); 13C NMR (75 MHz, Chloroform-d) δ 162.14, 153.77 (dd, J = 249.0, 4.9 Hz), 150.64 (dd, J = 257.2, 6.4 Hz), 144.05 (dd, J = 10.8, 3.5 Hz), 117.76 (dd, J = 9.6, 3.5 Hz), 111.79 (dd, J = 19.8, 15.9 Hz), 110.89 (dd, J = 22.9, 4.4 Hz), 70.59, 52.85, 31.56, 29.21, 25.59, 22.63, 14.04; MS (ESI) m/z = 273.1 [M+H]+, 295.1 [M+Na]+. ","Methyl 2,6-Difluoro-3-(hexyloxy)benzoate",O=C(OC)C1=C(F)C=CC(OCCCCCC)=C1F,"1H NMR (300 MHz, Chloroform-d) δ 6.99 (td, J = 9.1, 5.1 Hz, 1H), 6.82 (td, J = 9.1, 2.0 Hz, 1H), 3.97 (t, J = 6.5 Hz, 2H), 3.93 (s, 3H), 1.82–1.69 (m, 2H), 1.50–1.36 (m, 2H), 1.36–1.24 (m, 4H), 0.93–0.81 (m, 3H)","13C NMR (75 MHz, Chloroform-d) δ 162.14, 153.77 (dd, J = 249.0, 4.9 Hz), 150.64 (dd, J = 257.2, 6.4 Hz), 144.05 (dd, J = 10.8, 3.5 Hz), 117.76 (dd, J = 9.6, 3.5 Hz), 111.79 (dd, J = 19.8, 15.9 Hz), 110.89 (dd, J = 22.9, 4.4 Hz), 70.59, 52.85, 31.56, 29.21, 25.59, 22.63, 14.04","300 MHz, Chloroform-d","6.99, 6.82, 3.97, 3.93, 1.82–1.69, 1.50–1.36, 1.36–1.24, 0.93–0.81","75 MHz, Chloroform-d","162.14, 153.77, 150.64, 144.05, 117.76, 111.79, 110.89, 70.59, 52.85, 31.56, 29.21, 25.59, 22.63, 14.04"
PMC10131557," The synthesis of bis-(cyanoguanidino)butane was adapted from a previously published procedure53. 1,4-diaminobutane (Acros Organics, 112120250, 554 mg, 5,68 mmol) was dissolved in water and stirred with 37% aq. HCl for 10 min at room temperature. The solvent was evaporated under reduced pressure and the resulting salt was suspended in butanol (5 ml) with sodium dicyanamide (Sigma-Aldrich, 178322, 1.09 g, 11.4 mmol) and stirred at 140 °C overnight. After filtration, the solid was washed with butanol and cold water and recrystallized from water to give the bis-(cyanoguanidino)butane as a white powder (350 mg, 27%). 1H NMR (500 MHz, DMSO-d6) δ: 7.62–6.12 (m, 6H, ex), 3.23–2.85 (m, 4H), 1.71–1.15 (m, 4H) ppm. 13C NMR (125.8 MHz, DMSO-d6) δ: 161.6, 118.8, 40.9, 26.8 ppm.  LCC-12,4 ",bis-(cyanoguanidino)butane,CCCC(N(C#N)C(N)=N)N(C#N)C(N)=N,"1H NMR (500 MHz, DMSO-d6) δ: 7.62–6.12 (m, 6H, ex), 3.23–2.85 (m, 4H), 1.71–1.15 (m, 4H) ppm","13C NMR (125.8 MHz, DMSO-d6) δ: 161.6, 118.8, 40.9, 26.8 ppm","500 MHz, DMSO-d6","7.62–6.12, 3.23–2.85, 1.71–1.15","125.8 MHz, DMSO-d6","161.6, 118.8, 40.9, 26.8"
PMC10178429,"1-(2-Hydroxyphenyl)-5-oxopyrrolidine-3-carboxylic acid (1a). To a solution of itaconic acid (6.5 g, 50 mmol) in water (16 mL), o-aminophenol (4.91 g, 45 mmol) was added and the mixture was refluxed for 12 h, then cooled down, and the formed precipitate was filtered off, washed with water, and dried.  Pale brown solid, yield 74.4%, m.p. 178–179 °C (from water).  1H NMR (DMSO-d6, 400 MHz), δ: 2.56–2.72 (m, 2H, CH2CO), 3.34–3.42 (m, 1H, CH), 3.78–3.95 (m, 2H, NCH2), 6.80 (t, J = 7.5 Hz, 1H, Harom), 6.90 (d, J = 8.2 Hz, 1H, Harom), 7.10–7.24 (m, 2H, Harom), 9.56 (s, 1H, OH), 12.71 (s, 1H, COOH) ppm. 13C NMR (DMSO-d6, 101 MHz), δ: 33.71, 36.23, 50.96 (CH2CO, CH, NCH2), 116.80, 119.18, 125.50, 128.21, 128.30, 152.69 (Carom), 172.20, 174.37 (2C=O) ppm.  IR (KBr), νmax: 1633, 1737 (2CO); 3115 (OH) cm−1. ",1-(2-Hydroxyphenyl)-5-oxopyrrolidine-3-carboxylic acid,O=C(C(C1)CN(C2=CC=CC=C2O)C1=O)O,"1H NMR (DMSO-d6, 400 MHz), δ: 2.56–2.72 (m, 2H, CH2CO), 3.34–3.42 (m, 1H, CH), 3.78–3.95 (m, 2H, NCH2), 6.80 (t, J = 7.5 Hz, 1H, Harom), 6.90 (d, J = 8.2 Hz, 1H, Harom), 7.10–7.24 (m, 2H, Harom), 9.56 (s, 1H, OH), 12.71 (s, 1H, COOH) ppm","13C NMR (DMSO-d6, 101 MHz), δ: 33.71, 36.23, 50.96 (CH2CO, CH, NCH2), 116.80, 119.18, 125.50, 128.21, 128.30, 152.69 (Carom), 172.20, 174.37 (2C=O) ppm","DMSO-d6, 400 MHz","2.56–2.72, 3.34–3.42, 3.78–3.95, 6.80, 6.90, 7.10–7.24, 9.56, 12.71","DMSO-d6, 101 MHz","33.71, 36.23, 50.96, 116.80, 119.18, 125.50, 128.21, 128.30, 152.69, 172.20, 174.37"
PMC10004679,"((1E,3Z,6E)-3-hydroxy-5-oxohepta-1,3,6-triene-1,7-diyl)bis(2-methoxy-4,1-phenylene) bis(decanoate) (3) 1H NMR (400 MHz; CDCl3): δH, ppm: 7.62 (d, J = 15.8 Hz, 2H), 7.16 (d, J = 8.2 Hz, 2H), 7.12 (s, 2H), 7.05 (d, J = 8.2 Hz, 2H), 6.56 (d, J = 15.8 Hz, 2H), 5.83 (s, 1H), 3.87 (s, 6H), 2.59 (t, J = 7.5 Hz, 4H), 1.77 (m, 4H), 1.42 (m, 4H), 1.28 (m, 20H), 0.89 (t, J = 6.8 Hz, 6H); 13C NMR (100 MHz, CDCl3) δC, ppm: 183.3, 171.8, 151.6, 141.6, 140.2, 134.0, 124.3, 123.5, 121.3, 111.6, 101.9, 56.1, 34.2, 32.0, 29.4, 25.2, 22.8, 14.3; ESI-MS (m/z): calcd for C41H56O8Na = 699.3873, found for [M + Na]+ = 699.3856; UV-Vis (λmax) in THF: 400 nm, Ɛ: 43,682 M−1 cm−1; M. P.: 84–88 °C; FTIR: 2911 cm−1 (ν OH), 2844 cm−1 (ν CH), 1766 cm−1 (ν C=O) and 1115 cm−1 (ν C-OR).  3.3. Synthesis of Curcumin-Ether-Based Plasticizers ","((1E,3Z,6E)-3-hydroxy-5-oxohepta-1,3,6-triene-1,7-diyl)bis(2-methoxy-4,1-phenylene) bis(decanoate)",O=C(/C=C/C1=CC=C(OC(CCCCCCCCC)=O)C(OC)=C1)/C=C(O)/C=C/C2=CC=C(OC(CCCCCCCCC)=O)C(OC)=C2,"1H NMR (400 MHz; CDCl3): δH, ppm: 7.62 (d, J = 15.8 Hz, 2H), 7.16 (d, J = 8.2 Hz, 2H), 7.12 (s, 2H), 7.05 (d, J = 8.2 Hz, 2H), 6.56 (d, J = 15.8 Hz, 2H), 5.83 (s, 1H), 3.87 (s, 6H), 2.59 (t, J = 7.5 Hz, 4H), 1.77 (m, 4H), 1.42 (m, 4H), 1.28 (m, 20H), 0.89 (t, J = 6.8 Hz, 6H)","13C NMR (100 MHz, CDCl3) δC, ppm: 183.3, 171.8, 151.6, 141.6, 140.2, 134.0, 124.3, 123.5, 121.3, 111.6, 101.9, 56.1, 34.2, 32.0, 29.4, 25.2, 22.8, 14.3",400 MHz; CDCl3,"7.62, 7.16, 7.12, 7.05, 6.56, 5.83, 3.87, 2.59, 1.77, 1.42, 1.28, 0.89","100 MHz, CDCl3","183.3, 171.8, 151.6, 141.6, 140.2, 134.0, 124.3, 123.5, 121.3, 111.6, 101.9, 56.1, 34.2, 32.0, 29.4, 25.2, 22.8, 14.3"
